Flower Name,MRP (₹),Qty Sold (kg),Weather,Customer Segment,Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score,Start DateTime,End DateTime,Demand,Sales Duration (hours),Profit Percentage
Marigold,173,280.0,Windy,Marriage,44665.375,8933.075,284,6,7.0,2023-02-23 02:10:06,2023-02-24 02:10:06,High,24.0,20.0
Poppy,214,107.0,Sunny,Special Events,22898.0,4579.6,284,10,8.0,2023-07-10 00:19:11,2023-07-10 03:19:11,Medium,3.0,20.0
Sunflower,171,143.0,Windy,Special Events,24453.0,4890.6,257,6,8.0,2023-12-02 13:46:31,2023-12-05 03:46:31,Medium,62.0,20.0
Lily,219,47.0,Cloudy,Temple,10293.0,2058.6,280,7,6.0,2023-05-02 05:56:35,2023-05-02 08:56:35,Low,3.0,20.0
Daisy,148,205.0,Sunny,Marriage,30340.0,6068.0,285,10,7.0,2023-08-03 03:25:59,2023-08-05 19:25:59,High,64.0,20.0
Gerbera,114,205.0,Rainy,Daily Consumers,23370.0,4674.0,242,5,7.0,2023-03-02 21:46:41,2023-03-04 05:46:41,High,32.0,20.0
Hibiscus,118,145.0,Cloudy,Temple,17110.0,3422.0,273,7,6.0,2023-12-23 12:43:12,2023-12-26 05:43:12,Medium,65.0,20.0
Carnation,196,89.0,Sunny,Corporate Events,17444.0,3488.8,283,10,7.0,2023-11-01 03:11:11,2023-11-04 02:11:11,Low,71.0,20.0
Poppy,251,13.0,Cloudy,Daily Consumers,3263.0,652.6,284,7,7.0,2023-06-16 18:20:27,2023-06-18 23:20:27,Low,53.0,20.0
Calla Lily,264,28.0,Windy,Corporate Events,7392.0,1478.4,298,6,7.0,2023-08-06 19:36:26,2023-08-06 23:36:26,Low,4.0,20.0
Calla Lily,241,10.0,Rainy,Corporate Events,2410.0,482.0,298,5,7.0,2023-02-08 07:52:27,2023-02-10 00:52:27,Low,41.0,20.0
Marigold,139,201.0,Rainy,Daily Consumers,27939.0,5587.8,284,5,7.0,2023-02-18 18:15:06,2023-02-19 01:15:06,High,7.0,20.0
Lily,214,83.0,Sunny,Festivals,17762.0,3552.4,280,10,7.0,2023-04-21 13:53:44,2023-04-24 09:53:44,Low,68.0,20.0
Geranium,118,61.0,Rainy,Weddings,7198.0,1439.6,264,5,7.0,2023-11-14 21:16:37,2023-11-16 09:16:37,Low,36.0,20.0
Calla Lily,244,114.0,Rainy,Weddings,27816.0,5563.200000000001,298,5,7.0,2023-07-23 08:50:18,2023-07-25 12:50:18,Medium,52.0,20.000000000000004
Geranium,168,101.0,Cloudy,Festivals,16968.0,3393.6000000000004,264,7,7.0,2023-10-15 02:07:44,2023-10-16 09:07:44,Low,31.0,20.0
Poppy,262,75.0,Windy,Festivals,19650.0,3930.0,284,6,7.0,2023-06-28 20:14:24,2023-07-01 09:14:24,Low,61.0,20.0
Marigold,180,210.0,Rainy,Weddings,37800.0,7560.0,284,5,7.0,2023-05-22 22:57:19,2023-05-24 08:57:19,High,34.0,20.0
Carnation,185,158.0,Sunny,Luxury Events,29230.0,5846.0,283,10,7.0,2023-03-21 14:13:59,2023-03-21 15:13:59,High,1.0,20.0
Hibiscus,134,225.0,Cloudy,Daily Consumers,30150.0,6030.0,273,7,7.0,2023-01-31 08:23:09,2023-02-01 06:23:09,High,22.0,20.0
Geranium,185,143.0,Windy,Marriage,26455.0,5291.0,264,6,7.0,2023-05-22 02:35:16,2023-05-22 03:35:16,Medium,1.0,20.0
Zinnia,87,176.0,Windy,Luxury Events,15312.0,3062.4,277,6,7.0,2023-05-28 17:03:41,2023-05-31 04:03:41,High,59.0,20.0
Daisy,117,74.0,Windy,Special Events,8658.0,1731.6,285,6,8.0,2023-01-11 22:41:10,2023-01-13 23:41:10,Low,49.0,20.0
Dahlia,194,40.0,Sunny,Weddings,7760.0,1552.0,300,10,7.0,2023-09-23 12:31:44,2023-09-24 10:31:44,Low,22.0,20.0
Daisy,154,214.0,Windy,Daily Consumers,32956.0,6591.200000000001,285,6,7.0,2023-09-27 21:33:39,2023-09-29 13:33:39,High,40.0,20.0
Jasmine,103,143.0,Sunny,Luxury Events,14729.0,2945.8,293,10,7.0,2023-10-11 21:59:10,2023-10-14 14:59:10,Medium,65.0,20.0
Orchid,340,28.0,Cloudy,Festivals,9520.0,1904.0,289,7,7.0,2023-11-15 21:31:25,2023-11-17 10:31:25,Low,37.0,20.0
Gerbera,141,106.0,Windy,High-End Customers,14946.0,2989.2000000000003,242,6,9.0,2023-09-30 10:49:06,2023-10-01 14:49:06,Medium,28.0,20.0
Jasmine,70,100.0,Sunny,Daily Consumers,7000.0,1400.0,293,10,7.0,2023-08-22 23:46:48,2023-08-23 07:46:48,Low,8.0,20.0
Calla Lily,287,25.0,Cloudy,Marriage,7175.0,1435.0,298,7,7.0,2023-08-26 09:29:41,2023-08-26 16:29:41,Low,7.0,20.0
Lavender,205,10.0,Sunny,Weddings,2050.0,410.0,284,10,7.0,2023-01-23 10:40:35,2023-01-24 16:40:35,Low,30.0,20.0
Rose,96,195.0,Sunny,Temple,18720.0,3744.0,281,10,6.0,2023-10-09 00:12:19,2023-10-11 22:12:19,High,70.0,20.0
Zinnia,74,174.0,Rainy,Corporate Events,12876.0,2575.2000000000003,277,5,7.0,2023-08-06 19:22:55,2023-08-07 00:22:55,High,5.0,20.0
Lavender,214,85.0,Rainy,Temple,18190.0,3638.0,284,5,6.0,2023-10-19 05:09:19,2023-10-19 21:09:19,Low,16.0,20.0
Carnation,136,140.0,Windy,Luxury Events,19040.0,3808.0,283,6,7.0,2023-07-26 07:32:01,2023-07-28 20:32:01,Medium,61.0,20.0
Marigold,161,180.0,Cloudy,Special Events,28980.0,5796.0,284,7,8.0,2023-09-22 15:00:00,2023-09-22 19:00:00,High,4.0,20.0
Lavender,187,133.0,Cloudy,Marriage,24871.0,4974.200000000001,284,7,7.0,2023-09-24 07:05:44,2023-09-24 21:05:44,Medium,14.0,20.000000000000004
Tulip,274,61.0,Cloudy,Daily Consumers,16714.0,3342.8,257,7,7.0,2023-04-14 01:39:14,2023-04-15 19:39:14,Low,42.0,20.0
Chrysanthemum,173,46.0,Windy,Marriage,7958.0,1591.6,269,6,7.0,2023-07-29 13:06:35,2023-08-01 04:06:35,Low,63.0,20.0
Sunflower,179,159.0,Rainy,Weddings,28461.0,5692.200000000001,257,5,7.0,2023-09-07 21:31:37,2023-09-08 12:31:37,High,15.0,20.000000000000004
Tulip,225,91.0,Windy,Luxury Events,20475.0,4095.0,257,6,7.0,2023-12-01 08:26:53,2023-12-03 07:26:53,Low,47.0,20.0
Poppy,212,117.0,Cloudy,Marriage,24804.0,4960.8,284,7,7.0,2023-01-24 18:59:17,2023-01-26 12:59:17,Medium,42.0,20.0
Gerbera,92,143.0,Rainy,Daily Consumers,13156.0,2631.2000000000003,242,5,7.0,2023-03-27 10:44:30,2023-03-30 07:44:30,Medium,69.0,20.0
Orchid,271,47.0,Cloudy,Festivals,12737.0,2547.4,289,7,7.0,2023-04-29 23:49:50,2023-05-01 05:49:50,Low,30.0,20.0
Gerbera,160,220.0,Cloudy,Special Events,35200.0,7040.0,242,7,8.0,2023-04-20 08:00:11,2023-04-22 00:00:11,High,40.0,20.0
Lily,170,90.0,Cloudy,Luxury Events,15300.0,3060.0,280,7,7.0,2023-07-10 09:41:43,2023-07-13 09:41:43,Low,72.0,20.0
Chrysanthemum,188,93.0,Cloudy,Weddings,17484.0,3496.8,269,7,7.0,2023-11-29 10:32:27,2023-12-02 04:32:27,Low,66.0,20.0
Lily,156,123.0,Sunny,Special Events,19188.0,3837.6,280,10,8.0,2023-06-24 06:17:26,2023-06-26 21:17:26,Medium,63.0,20.0
Hibiscus,109,96.0,Cloudy,Luxury Events,10464.0,2092.8,273,7,7.0,2023-04-03 02:29:40,2023-04-05 04:29:40,Low,50.0,20.0
Rose,139,159.0,Sunny,Temple,22101.0,4420.2,281,10,6.0,2023-10-12 04:52:37,2023-10-14 08:52:37,High,52.0,20.0
Zinnia,135,139.0,Cloudy,Temple,18765.0,3753.0,277,7,6.0,2023-06-05 00:29:02,2023-06-07 14:29:02,Medium,62.0,20.0
Marigold,140,186.0,Sunny,Corporate Events,26040.0,5208.0,284,10,7.0,2023-09-11 05:49:08,2023-09-13 18:49:08,High,61.0,20.0
Geranium,185,84.0,Windy,Luxury Events,15540.0,3108.0,264,6,7.0,2023-10-06 09:11:22,2023-10-07 15:11:22,Low,30.0,20.0
Marigold,129,123.0,Windy,Luxury Events,15867.0,3173.4,284,6,7.0,2023-11-02 23:47:49,2023-11-04 04:47:49,Medium,29.0,20.0
Gerbera,107,209.0,Windy,Luxury Events,22363.0,4472.6,242,6,7.0,2023-11-05 02:30:20,2023-11-07 10:30:20,High,56.0,20.0
Carnation,186,107.0,Rainy,Daily Consumers,19902.0,3980.4,283,5,7.0,2023-04-24 08:55:29,2023-04-26 16:55:29,Medium,56.0,20.0
Chrysanthemum,184,89.0,Rainy,Marriage,16376.0,3275.2000000000003,269,5,7.0,2023-08-20 23:50:33,2023-08-22 13:50:33,Low,38.0,20.0
Carnation,182,185.0,Rainy,Marriage,33670.0,6734.0,283,5,7.0,2023-07-19 16:23:29,2023-07-22 02:23:29,High,58.0,20.0
Poppy,203,110.0,Sunny,Marriage,22330.0,4466.0,284,10,7.0,2023-06-10 14:49:49,2023-06-12 20:49:49,Medium,54.0,20.0
Marigold,144,212.0,Rainy,Daily Consumers,30528.0,6105.6,284,5,7.0,2023-11-21 11:24:25,2023-11-22 05:24:25,High,18.0,20.0
Carnation,161,136.0,Cloudy,Daily Consumers,21896.0,4379.2,283,7,7.0,2023-11-03 02:41:02,2023-11-03 14:41:02,Medium,12.0,20.0
Calla Lily,299,10.0,Windy,Weddings,2990.0,598.0,298,6,7.0,2023-12-19 23:07:41,2023-12-20 01:07:41,Low,2.0,20.0
Hibiscus,103,167.0,Windy,Temple,17201.0,3440.2000000000003,273,6,6.0,2023-08-22 16:03:54,2023-08-25 16:03:54,High,72.0,20.0
Rose,167,152.0,Windy,Special Events,25384.0,5076.8,281,6,8.0,2023-10-23 17:36:46,2023-10-24 22:36:46,Medium,29.0,20.0
Zinnia,140,191.0,Rainy,Daily Consumers,26740.0,5348.0,277,5,7.0,2023-12-17 06:54:07,2023-12-20 01:54:07,High,67.0,20.0
Tulip,226,10.0,Windy,Corporate Events,2260.0,452.0,257,6,7.0,2023-12-17 11:01:02,2023-12-17 13:01:02,Low,2.0,20.0
Zinnia,116,86.0,Windy,Temple,9976.0,1995.2,277,6,6.0,2023-09-07 10:05:11,2023-09-08 13:05:11,Low,27.0,20.0
Chrysanthemum,181,131.0,Rainy,Corporate Events,23711.0,4742.2,269,5,7.0,2023-09-22 10:49:44,2023-09-24 13:49:44,Medium,51.0,20.0
Dahlia,180,10.0,Windy,High-End Customers,1800.0,360.0,300,6,9.0,2023-04-14 20:58:01,2023-04-17 11:58:01,Low,63.0,20.0
Carnation,205,149.0,Rainy,Marriage,30545.0,6109.0,283,5,7.0,2023-09-02 03:46:16,2023-09-02 08:46:16,Medium,5.0,20.0
Poppy,266,10.0,Sunny,Weddings,2660.0,532.0,284,10,7.0,2023-12-04 21:48:51,2023-12-05 13:48:51,Low,16.0,20.0
Daisy,95,216.0,Windy,High-End Customers,20520.0,4104.0,285,6,9.0,2023-03-30 11:09:46,2023-04-01 16:09:46,High,53.0,20.0
Dahlia,163,21.0,Cloudy,Special Events,3423.0,684.6,300,7,8.0,2023-10-26 22:02:00,2023-10-28 14:02:00,Low,40.0,20.0
Carnation,168,198.0,Windy,Luxury Events,33264.0,6652.8,283,6,7.0,2023-04-20 03:20:39,2023-04-23 00:20:39,High,69.0,20.0
Lavender,225,10.0,Sunny,Daily Consumers,2250.0,450.0,284,10,7.0,2023-05-18 20:24:50,2023-05-19 08:24:50,Low,12.0,20.0
Sunflower,105,64.0,Cloudy,Daily Consumers,6720.0,1344.0,257,7,7.0,2023-08-16 01:10:39,2023-08-17 22:10:39,Low,45.0,20.0
Orchid,291,76.0,Rainy,High-End Customers,22116.0,4423.2,289,5,9.0,2023-06-01 21:02:50,2023-06-02 23:02:50,Low,26.0,20.0
Calla Lily,274,12.0,Cloudy,Daily Consumers,3288.0,657.6,298,7,7.0,2023-08-03 17:55:20,2023-08-04 18:55:20,Low,25.0,20.0
Orchid,345,10.0,Sunny,Temple,3450.0,690.0,289,10,6.0,2023-11-10 08:06:49,2023-11-12 03:06:49,Low,43.0,20.0
Calla Lily,271,23.0,Windy,Luxury Events,6233.0,1246.6,298,6,7.0,2023-08-02 14:53:35,2023-08-03 23:53:35,Low,33.0,20.0
Chrysanthemum,125,90.0,Rainy,Special Events,11250.0,2250.0,269,5,8.0,2023-01-09 05:27:58,2023-01-10 06:27:58,Low,25.0,20.0
Marigold,143,226.0,Windy,Corporate Events,32318.0,6463.6,284,6,7.0,2023-07-30 02:43:41,2023-07-31 03:43:41,High,25.0,20.0
Lavender,218,87.0,Rainy,Special Events,18966.0,3793.2,284,5,8.0,2023-08-25 09:32:03,2023-08-25 13:32:03,Low,4.0,20.0
Hibiscus,91,110.0,Rainy,High-End Customers,10010.0,2002.0,273,5,9.0,2023-03-27 16:26:46,2023-03-28 18:26:46,Medium,26.0,20.0
Sunflower,164,154.0,Cloudy,Corporate Events,25256.0,5051.200000000001,257,7,7.0,2023-05-15 01:59:22,2023-05-15 20:59:22,Medium,19.0,20.000000000000004
Rose,133,124.0,Windy,Corporate Events,16492.0,3298.4,281,6,7.0,2023-03-26 10:07:13,2023-03-28 16:07:13,Medium,54.0,20.0
Rose,113,223.0,Rainy,Temple,25199.0,5039.8,281,5,6.0,2023-06-03 02:24:40,2023-06-05 11:24:40,High,57.0,20.0
Chrysanthemum,120,134.0,Cloudy,Temple,16080.0,3216.0,269,7,6.0,2023-11-22 02:52:08,2023-11-22 17:52:08,Medium,15.0,20.0
Geranium,172,117.0,Windy,Temple,20124.0,4024.8,264,6,6.0,2023-06-02 01:37:30,2023-06-03 23:37:30,Medium,46.0,20.0
Chrysanthemum,135,10.0,Rainy,High-End Customers,1350.0,270.0,269,5,9.0,2023-08-28 08:12:21,2023-08-29 02:12:21,Low,18.0,20.0
Geranium,183,58.0,Rainy,Weddings,10614.0,2122.8,264,5,7.0,2023-11-13 10:53:19,2023-11-14 07:53:19,Low,21.0,20.0
Jasmine,78,94.0,Sunny,Festivals,7332.0,1466.4,293,10,7.0,2023-07-06 11:06:03,2023-07-09 06:06:03,Low,67.0,20.0
Hibiscus,63,145.0,Sunny,Weddings,9135.0,1827.0,273,10,7.0,2023-05-10 02:31:31,2023-05-11 12:31:31,Medium,34.0,20.0
Lily,158,55.0,Windy,Temple,8690.0,1738.0,280,6,6.0,2023-10-15 18:13:20,2023-10-18 04:13:20,Low,58.0,20.0
Poppy,198,13.0,Sunny,Luxury Events,2574.0,514.8000000000001,284,10,7.0,2023-07-07 12:04:58,2023-07-08 03:04:58,Low,15.0,20.000000000000004
Orchid,331,10.0,Rainy,Corporate Events,3310.0,662.0,289,5,7.0,2023-10-24 20:30:32,2023-10-25 14:30:32,Low,18.0,20.0
Zinnia,131,181.0,Rainy,Special Events,23711.0,4742.2,277,5,8.0,2023-10-18 12:53:31,2023-10-21 01:53:31,High,61.0,20.0
Zinnia,111,68.0,Cloudy,Daily Consumers,7548.0,1509.6,277,7,7.0,2023-10-14 00:34:38,2023-10-14 10:34:38,Low,10.0,20.0
Rose,121,190.0,Windy,Weddings,22990.0,4598.0,281,6,7.0,2023-11-28 07:04:48,2023-11-29 06:04:48,High,23.0,20.0
Lavender,217,10.0,Cloudy,Luxury Events,2170.0,434.0,284,7,7.0,2023-03-13 23:37:12,2023-03-16 02:37:12,Low,51.0,20.0
Poppy,202,18.0,Sunny,Weddings,3636.0,727.2,284,10,7.0,2023-04-21 07:19:02,2023-04-22 14:19:02,Low,31.0,20.0
Lavender,200,104.0,Cloudy,Festivals,20800.0,4160.0,284,7,7.0,2023-10-31 12:53:08,2023-11-03 12:53:08,Low,72.0,20.0
Dahlia,153,116.0,Cloudy,Marriage,17748.0,3549.6000000000004,300,7,7.0,2023-02-24 11:31:50,2023-02-26 06:31:50,Medium,43.0,20.0
Geranium,151,187.0,Sunny,High-End Customers,28237.0,5647.400000000001,264,10,9.0,2023-06-09 05:34:15,2023-06-11 21:34:15,High,64.0,20.0
Poppy,253,86.0,Cloudy,Luxury Events,21758.0,4351.6,284,7,7.0,2023-10-16 15:37:54,2023-10-17 20:37:54,Low,29.0,20.0
Lavender,200,98.0,Sunny,Temple,19600.0,3920.0,284,10,6.0,2023-03-05 02:15:33,2023-03-05 22:15:33,Low,20.0,20.0
Calla Lily,247,133.0,Sunny,Weddings,32851.0,6570.200000000001,298,10,7.0,2023-09-22 12:50:05,2023-09-24 17:50:05,Medium,53.0,20.0
Lily,223,160.0,Windy,High-End Customers,35680.0,7136.0,280,6,9.0,2023-05-20 05:01:35,2023-05-22 08:01:35,High,51.0,20.0
Lily,187,146.0,Rainy,Marriage,27302.0,5460.400000000001,280,5,7.0,2023-03-19 03:35:19,2023-03-20 01:35:19,Medium,22.0,20.0
Jasmine,100,163.0,Windy,High-End Customers,16300.0,3260.0,293,6,9.0,2023-11-13 03:29:36,2023-11-14 01:29:36,High,22.0,20.0
Zinnia,146,79.0,Rainy,Marriage,11534.0,2306.8,277,5,7.0,2023-06-16 16:25:30,2023-06-16 20:25:30,Low,4.0,20.0
Daisy,124,95.0,Cloudy,Corporate Events,11780.0,2356.0,285,7,7.0,2023-12-11 19:46:41,2023-12-12 23:46:41,Low,28.0,20.0
Rose,91,123.0,Rainy,High-End Customers,11193.0,2238.6,281,5,9.0,2023-05-12 09:09:15,2023-05-12 18:09:15,Medium,9.0,20.0
Jasmine,143,37.0,Rainy,Festivals,5291.0,1058.2,293,5,7.0,2023-12-07 18:19:00,2023-12-09 16:19:00,Low,46.0,20.0
Orchid,277,10.0,Windy,Temple,2770.0,554.0,289,6,6.0,2023-03-03 17:45:17,2023-03-06 16:45:17,Low,71.0,20.0
Lavender,210,117.0,Sunny,Temple,24570.0,4914.0,284,10,6.0,2023-03-17 11:17:24,2023-03-17 16:17:24,Medium,5.0,20.0
Hibiscus,138,231.0,Rainy,Festivals,31878.0,6375.6,273,5,7.0,2023-04-01 20:15:27,2023-04-03 10:15:27,High,38.0,20.0
Marigold,120,138.0,Cloudy,Luxury Events,16560.0,3312.0,284,7,7.0,2023-06-30 21:21:02,2023-07-03 07:21:02,Medium,58.0,20.0
Lavender,214,21.0,Windy,Corporate Events,4494.0,898.8000000000001,284,6,7.0,2023-02-19 05:31:59,2023-02-20 19:31:59,Low,38.0,20.0
Carnation,164,59.0,Cloudy,Special Events,9676.0,1935.2,283,7,8.0,2023-03-31 21:10:47,2023-04-02 06:10:47,Low,33.0,20.0
Poppy,236,106.0,Cloudy,Temple,25016.0,5003.200000000001,284,7,6.0,2023-06-18 21:52:31,2023-06-19 07:52:31,Medium,10.0,20.000000000000004
Daisy,108,169.0,Cloudy,Special Events,18252.0,3650.4,285,7,8.0,2023-08-11 21:33:18,2023-08-11 22:33:18,High,1.0,20.0
Poppy,190,10.0,Sunny,Corporate Events,1900.0,380.0,284,10,7.0,2023-11-05 00:04:22,2023-11-08 00:04:22,Low,72.0,20.0
Lily,188,121.0,Sunny,Weddings,22748.0,4549.6,280,10,7.0,2023-02-07 04:01:20,2023-02-10 02:01:20,Medium,70.0,20.0
Zinnia,80,107.0,Windy,Daily Consumers,8560.0,1712.0,277,6,7.0,2023-06-05 07:00:06,2023-06-05 13:00:06,Medium,6.0,20.0
Marigold,126,248.0,Cloudy,Marriage,31248.0,6249.6,284,7,7.0,2023-11-28 08:05:27,2023-11-28 23:05:27,High,15.0,20.0
Geranium,131,117.0,Sunny,Special Events,15327.0,3065.4,264,10,8.0,2023-12-21 21:50:06,2023-12-24 09:50:06,Medium,60.0,20.0
Lily,180,90.0,Cloudy,Marriage,16200.0,3240.0,280,7,7.0,2023-12-23 22:38:18,2023-12-25 19:38:18,Low,45.0,20.0
Hibiscus,77,162.0,Windy,Marriage,12474.0,2494.8,273,6,7.0,2023-03-15 01:19:17,2023-03-15 07:19:17,High,6.0,20.0
Marigold,192,243.0,Cloudy,Luxury Events,44665.375,8933.075,284,7,7.0,2023-02-22 01:27:28,2023-02-23 18:27:28,High,41.0,20.0
Carnation,181,178.0,Windy,Daily Consumers,32218.0,6443.6,283,6,7.0,2023-07-08 02:48:23,2023-07-09 09:48:23,High,31.0,20.0
Tulip,269,23.0,Windy,Special Events,6187.0,1237.4,257,6,8.0,2023-11-30 12:13:37,2023-12-02 02:13:37,Low,38.0,20.0
Chrysanthemum,135,99.0,Windy,Luxury Events,13365.0,2673.0,269,6,7.0,2023-07-25 12:37:48,2023-07-26 19:37:48,Low,31.0,20.0
Chrysanthemum,172,73.0,Rainy,Corporate Events,12556.0,2511.2000000000003,269,5,7.0,2023-09-23 19:37:54,2023-09-23 22:37:54,Low,3.0,20.0
Rose,106,84.0,Rainy,High-End Customers,8904.0,1780.8000000000002,281,5,9.0,2023-06-08 15:12:34,2023-06-09 18:12:34,Low,27.0,20.0
Hibiscus,130,149.0,Rainy,Special Events,19370.0,3874.0,273,5,8.0,2023-07-23 21:04:41,2023-07-24 02:04:41,Medium,5.0,20.0
Lavender,187,139.0,Cloudy,Temple,25993.0,5198.6,284,7,6.0,2023-12-18 17:13:48,2023-12-21 13:13:48,Medium,68.0,20.0
Gerbera,97,149.0,Rainy,Luxury Events,14453.0,2890.6000000000004,242,5,7.0,2023-01-17 17:36:13,2023-01-19 17:36:13,Medium,48.0,20.000000000000004
Poppy,196,117.0,Cloudy,Temple,22932.0,4586.400000000001,284,7,6.0,2023-12-21 18:34:05,2023-12-22 18:34:05,Medium,24.0,20.0
Lily,162,111.0,Rainy,Corporate Events,17982.0,3596.4,280,5,7.0,2023-03-22 20:06:22,2023-03-23 13:06:22,Medium,17.0,20.0
Carnation,208,160.0,Sunny,Weddings,33280.0,6656.0,283,10,7.0,2023-05-15 09:13:29,2023-05-17 08:13:29,High,47.0,20.0
Chrysanthemum,174,162.0,Rainy,High-End Customers,28188.0,5637.6,269,5,9.0,2023-04-14 12:04:37,2023-04-16 00:04:37,High,36.0,20.0
Jasmine,148,32.0,Windy,Corporate Events,4736.0,947.2,293,6,7.0,2023-03-19 08:36:34,2023-03-20 20:36:34,Low,36.0,20.0
Orchid,286,10.0,Rainy,Festivals,2860.0,572.0,289,5,7.0,2023-06-26 14:44:50,2023-06-27 23:44:50,Low,33.0,20.0
Calla Lily,237,10.0,Sunny,Daily Consumers,2370.0,474.0,298,10,7.0,2023-07-17 20:13:47,2023-07-20 06:13:47,Low,58.0,20.0
Carnation,209,198.0,Rainy,Temple,41382.0,8276.4,283,5,6.0,2023-02-05 02:41:35,2023-02-05 15:41:35,High,13.0,20.0
Rose,107,107.0,Sunny,Festivals,11449.0,2289.8,281,10,7.0,2023-08-21 13:45:25,2023-08-21 15:45:25,Medium,2.0,20.0
Lavender,201,104.0,Rainy,Marriage,20904.0,4180.8,284,5,7.0,2023-04-26 02:31:55,2023-04-26 10:31:55,Low,8.0,20.0
Geranium,154,31.0,Rainy,Festivals,4774.0,954.8,264,5,7.0,2023-09-03 11:59:04,2023-09-05 14:59:04,Low,51.0,20.0
Calla Lily,258,83.0,Cloudy,Corporate Events,21414.0,4282.8,298,7,7.0,2023-02-19 20:51:47,2023-02-20 20:51:47,Low,24.0,20.0
Tulip,232,99.0,Cloudy,Festivals,22968.0,4593.6,257,7,7.0,2023-10-12 01:29:02,2023-10-12 06:29:02,Low,5.0,20.0
Rose,121,150.0,Windy,Corporate Events,18150.0,3630.0,281,6,7.0,2023-02-07 11:58:17,2023-02-09 07:58:17,Medium,44.0,20.0
Chrysanthemum,118,143.0,Sunny,Marriage,16874.0,3374.8,269,10,7.0,2023-06-02 16:06:40,2023-06-03 10:06:40,Medium,18.0,20.0
Orchid,348,17.0,Windy,Festivals,5916.0,1183.2,289,6,7.0,2023-11-03 21:03:50,2023-11-06 02:03:50,Low,53.0,20.0
Tulip,287,93.0,Rainy,Daily Consumers,26691.0,5338.200000000001,257,5,7.0,2023-03-14 11:41:48,2023-03-14 13:41:48,Low,2.0,20.000000000000004
Lavender,193,25.0,Cloudy,Temple,4825.0,965.0,284,7,6.0,2023-01-14 21:30:32,2023-01-15 02:30:32,Low,5.0,20.0
Jasmine,139,84.0,Rainy,Marriage,11676.0,2335.2000000000003,293,5,7.0,2023-03-01 08:04:09,2023-03-01 19:04:09,Low,11.0,20.0
Hibiscus,139,209.0,Windy,Temple,29051.0,5810.200000000001,273,6,6.0,2023-01-01 19:42:56,2023-01-04 08:42:56,High,61.0,20.000000000000004
Carnation,138,150.0,Windy,Special Events,20700.0,4140.0,283,6,8.0,2023-12-24 10:42:22,2023-12-25 03:42:22,Medium,17.0,20.0
Daisy,89,161.0,Rainy,Special Events,14329.0,2865.8,285,5,8.0,2023-11-23 11:08:13,2023-11-24 19:08:13,High,32.0,20.0
Sunflower,134,107.0,Sunny,Marriage,14338.0,2867.6000000000004,257,10,7.0,2023-12-21 02:13:41,2023-12-23 05:13:41,Medium,51.0,20.000000000000004
Orchid,291,11.0,Windy,Weddings,3201.0,640.2,289,6,7.0,2023-03-08 20:25:25,2023-03-09 08:25:25,Low,12.0,20.0
Hibiscus,115,102.0,Rainy,Corporate Events,11730.0,2346.0,273,5,7.0,2023-07-11 16:35:05,2023-07-12 13:35:05,Low,21.0,20.0
Chrysanthemum,182,55.0,Windy,High-End Customers,10010.0,2002.0,269,6,9.0,2023-09-27 20:14:13,2023-09-30 06:14:13,Low,58.0,20.0
Lily,212,40.0,Rainy,Special Events,8480.0,1696.0,280,5,8.0,2023-04-07 04:52:28,2023-04-08 01:52:28,Low,21.0,20.0
Orchid,346,88.0,Windy,Festivals,30448.0,6089.6,289,6,7.0,2023-05-19 09:13:56,2023-05-19 19:13:56,Low,10.0,20.0
Chrysanthemum,127,22.0,Cloudy,Temple,2794.0,558.8000000000001,269,7,6.0,2023-12-30 18:38:49,2024-01-02 11:38:49,Low,65.0,20.0
Sunflower,177,71.0,Rainy,Daily Consumers,12567.0,2513.4,257,5,7.0,2023-02-16 10:04:31,2023-02-17 00:04:31,Low,14.0,20.0
Marigold,191,257.0,Windy,Weddings,44665.375,8933.075,284,6,7.0,2023-05-03 00:39:42,2023-05-05 09:39:42,High,57.0,20.0
Lavender,221,41.0,Sunny,Special Events,9061.0,1812.2,284,10,8.0,2023-01-07 23:54:27,2023-01-08 12:54:27,Low,13.0,20.0
Zinnia,125,94.0,Rainy,Weddings,11750.0,2350.0,277,5,7.0,2023-12-28 03:48:40,2023-12-28 17:48:40,Low,14.0,20.0
Daisy,94,73.0,Cloudy,Marriage,6862.0,1372.4,285,7,7.0,2023-04-19 02:50:58,2023-04-19 04:50:58,Low,2.0,20.0
Gerbera,104,118.0,Sunny,Special Events,12272.0,2454.4,242,10,8.0,2023-08-04 02:49:01,2023-08-05 14:49:01,Medium,36.0,20.0
Daisy,127,102.0,Cloudy,Luxury Events,12954.0,2590.8,285,7,7.0,2023-03-27 22:08:28,2023-03-30 14:08:28,Low,64.0,20.0
Daisy,104,175.0,Windy,High-End Customers,18200.0,3640.0,285,6,9.0,2023-10-01 22:30:29,2023-10-03 07:30:29,High,33.0,20.0
Zinnia,124,138.0,Sunny,Luxury Events,17112.0,3422.4,277,10,7.0,2023-06-11 00:41:50,2023-06-11 12:41:50,Medium,12.0,20.0
Calla Lily,265,125.0,Sunny,High-End Customers,33125.0,6625.0,298,10,9.0,2023-08-13 13:53:50,2023-08-15 21:53:50,Medium,56.0,20.0
