Flower Name,MRP (₹),Qty Sold (kg),Weather,Customer Segment,Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score,Start Date,Start Time,End Date,End Time
Lily,162,111,Rainy,Corporate Events,17982,3596.4,280,5,7.0,2023-03-22,20:06:22,2023-03-23,13:06:22
Carnation,208,160,Sunny,Weddings,33280,6656.0,283,10,,2023-05-15,09:13:29,2023-05-17,08:13:29
Chrysanthemum,174,162,Rainy,High-End Customers,28188,5637.6,269,5,9.0,2023-04-14,12:04:37,2023-04-16,00:04:37
Jasmine,148,32,Windy,Corporate Events,4736,947.2,293,6,7.0,2023-03-19,08:36:34,2023-03-20,20:36:34
Orchid,286,10,Rainy,Festivals,2860,572.0,289,5,,2023-06-26,14:44:50,2023-06-27,23:44:50
Calla Lily,237,10,Sunny,Daily Consumers,2370,474.0,298,10,,2023-07-17,20:13:47,2023-07-20,06:13:47
Carnation,209,198,Rainy,Temple,41382,8276.4,283,5,6.0,2023-02-05,02:41:35,2023-02-05,15:41:35
Rose,107,107,Sunny,Festivals,11449,2289.8,281,10,,2023-08-21,13:45:25,2023-08-21,15:45:25
Lavender,201,104,Rainy,Marriage,20904,4180.8,284,5,,2023-04-26,02:31:55,2023-04-26,10:31:55
Geranium,154,31,Rainy,Festivals,4774,954.8,264,5,,2023-09-03,11:59:04,2023-09-05,14:59:04
Calla Lily,258,83,Cloudy,Corporate Events,21414,4282.8,298,7,7.0,2023-02-19,20:51:47,2023-02-20,20:51:47
Tulip,232,99,Cloudy,Festivals,22968,4593.6,257,7,,2023-10-12,01:29:02,2023-10-12,06:29:02
Rose,121,150,Windy,Corporate Events,18150,3630.0,281,6,7.0,2023-02-07,11:58:17,2023-02-09,07:58:17
Chrysanthemum,118,143,Sunny,Marriage,16874,3374.8,269,10,,2023-06-02,16:06:40,2023-06-03,10:06:40
Orchid,348,17,Windy,Festivals,5916,1183.2,289,6,,2023-11-03,21:03:50,2023-11-06,02:03:50
Tulip,287,93,Rainy,Daily Consumers,26691,5338.200000000001,257,5,,2023-03-14,11:41:48,2023-03-14,13:41:48
Lavender,193,25,Cloudy,Temple,4825,965.0,284,7,6.0,2023-01-14,21:30:32,2023-01-15,02:30:32
Jasmine,139,84,Rainy,Marriage,11676,2335.2000000000003,293,5,,2023-03-01,08:04:09,2023-03-01,19:04:09
Hibiscus,139,209,Windy,Temple,29051,5810.200000000001,273,6,6.0,2023-01-01,19:42:56,2023-01-04,08:42:56
Carnation,138,150,Windy,Special Events,20700,4140.0,283,6,8.0,2023-12-24,10:42:22,2023-12-25,03:42:22
Daisy,89,161,Rainy,Special Events,14329,2865.8,285,5,8.0,2023-11-23,11:08:13,2023-11-24,19:08:13
Sunflower,134,107,Sunny,Marriage,14338,2867.6000000000004,257,10,,2023-12-21,02:13:41,2023-12-23,05:13:41
Orchid,291,11,Windy,Weddings,3201,640.2,289,6,,2023-03-08,20:25:25,2023-03-09,08:25:25
Hibiscus,115,102,Rainy,Corporate Events,11730,2346.0,273,5,7.0,2023-07-11,16:35:05,2023-07-12,13:35:05
Chrysanthemum,182,55,Windy,High-End Customers,10010,2002.0,269,6,9.0,2023-09-27,20:14:13,2023-09-30,06:14:13
Lily,212,40,Rainy,Special Events,8480,1696.0,280,5,8.0,2023-04-07,04:52:28,2023-04-08,01:52:28
Orchid,346,88,Windy,Festivals,30448,6089.6,289,6,,2023-05-19,09:13:56,2023-05-19,19:13:56
Chrysanthemum,127,22,Cloudy,Temple,2794,558.8000000000001,269,7,6.0,2023-12-30,18:38:49,2024-01-02,11:38:49
Sunflower,177,71,Rainy,Daily Consumers,12567,2513.4,257,5,,2023-02-16,10:04:31,2023-02-17,00:04:31
Marigold,191,257,Windy,Weddings,49087,9817.4,284,6,,2023-05-03,00:39:42,2023-05-05,09:39:42
Lavender,221,41,Sunny,Special Events,9061,1812.2,284,10,8.0,2023-01-07,23:54:27,2023-01-08,12:54:27
Zinnia,125,94,Rainy,Weddings,11750,2350.0,277,5,,2023-12-28,03:48:40,2023-12-28,17:48:40
Daisy,94,73,Cloudy,Marriage,6862,1372.4,285,7,,2023-04-19,02:50:58,2023-04-19,04:50:58
Gerbera,104,118,Sunny,Special Events,12272,2454.4,242,10,8.0,2023-08-04,02:49:01,2023-08-05,14:49:01
Daisy,127,102,Cloudy,Luxury Events,12954,2590.8,285,7,,2023-03-27,22:08:28,2023-03-30,14:08:28
Daisy,104,175,Windy,High-End Customers,18200,3640.0,285,6,9.0,2023-10-01,22:30:29,2023-10-03,07:30:29
Zinnia,124,138,Sunny,Luxury Events,17112,3422.4,277,10,,2023-06-11,00:41:50,2023-06-11,12:41:50
Calla Lily,265,125,Sunny,High-End Customers,33125,6625.0,298,10,9.0,2023-08-13,13:53:50,2023-08-15,21:53:50
Zinnia,132,148,Cloudy,High-End Customers,19536,3907.2,277,7,9.0,2023-03-31,02:32:24,2023-03-31,19:32:24
Gerbera,150,183,Rainy,Corporate Events,27450,5490.0,242,5,7.0,2023-03-15,07:26:40,2023-03-17,13:26:40
Marigold,162,121,Windy,Marriage,19602,3920.4,284,6,,2023-02-07,15:49:50,2023-02-09,12:49:50
Jasmine,127,47,Windy,Temple,5969,1193.8,293,6,6.0,2023-06-03,23:20:46,2023-06-05,23:20:46
Jasmine,74,85,Sunny,Daily Consumers,6290,1258.0,293,10,,2023-07-23,08:02:22,2023-07-23,18:02:22
Zinnia,91,99,Rainy,Luxury Events,9009,1801.8,277,5,,2023-05-02,07:16:06,2023-05-02,22:16:06
Rose,118,79,Cloudy,Festivals,9322,1864.4,281,7,,2023-11-09,11:17:12,2023-11-12,05:17:12
Jasmine,77,33,Windy,Marriage,2541,508.2000000000001,293,6,,2023-06-21,00:03:49,2023-06-22,14:03:49
Carnation,132,203,Rainy,Corporate Events,26796,5359.200000000001,283,5,7.0,2023-06-05,16:17:13,2023-06-07,13:17:13
Daisy,113,194,Rainy,Weddings,21922,4384.400000000001,285,5,,2023-06-10,16:44:41,2023-06-12,10:44:41
Carnation,174,138,Windy,High-End Customers,24012,4802.400000000001,283,6,9.0,2023-07-06,23:37:23,2023-07-07,21:37:23
Sunflower,158,80,Cloudy,High-End Customers,12640,2528.0,257,7,9.0,2023-12-23,00:36:52,2023-12-23,08:36:52
Daisy,88,66,Cloudy,Luxury Events,5808,1161.6,285,7,,2023-03-26,08:58:58,2023-03-28,17:58:58
Orchid,302,10,Windy,Marriage,3020,604.0,289,6,,2023-06-27,18:46:22,2023-06-28,21:46:22
Carnation,163,167,Sunny,Daily Consumers,27221,5444.200000000001,283,10,,2023-04-19,17:18:56,2023-04-20,03:18:56
Geranium,156,128,Sunny,Weddings,19968,3993.6,264,10,,2023-07-06,03:24:29,2023-07-08,12:24:29
Sunflower,108,159,Rainy,Weddings,17172,3434.4,257,5,,2023-08-25,01:03:05,2023-08-25,03:03:05
Hibiscus,106,205,Sunny,Corporate Events,21730,4346.0,273,10,7.0,2023-01-08,10:59:11,2023-01-11,03:59:11
Tulip,288,55,Sunny,Daily Consumers,15840,3168.0,257,10,,2023-10-02,15:31:04,2023-10-05,04:31:04
Geranium,110,68,Rainy,Temple,7480,1496.0,264,5,6.0,2023-02-27,10:08:19,2023-03-01,05:08:19
Dahlia,171,123,Cloudy,Corporate Events,21033,4206.6,300,7,7.0,2023-02-21,08:51:12,2023-02-24,03:51:12
Jasmine,105,76,Rainy,Daily Consumers,7980,1596.0,293,5,,2023-04-15,00:20:45,2023-04-16,22:20:45
Jasmine,76,85,Cloudy,Luxury Events,6460,1292.0,293,7,,2023-03-30,20:16:24,2023-04-01,17:16:24
Poppy,212,107,Cloudy,Marriage,22684,4536.8,284,7,,2023-10-05,06:58:54,2023-10-06,03:58:54
Chrysanthemum,132,19,Rainy,Corporate Events,2508,501.6,269,5,7.0,2023-12-04,09:39:33,2023-12-05,07:39:33
Geranium,118,96,Cloudy,Festivals,11328,2265.6,264,7,,2023-09-18,06:49:53,2023-09-21,06:49:53
Poppy,199,10,Windy,Daily Consumers,1990,398.0,284,6,,2023-09-20,09:30:31,2023-09-21,16:30:31
Daisy,147,155,Cloudy,Marriage,22785,4557.0,285,7,,2023-07-14,13:55:02,2023-07-16,20:55:02
Sunflower,151,129,Windy,High-End Customers,19479,3895.8,257,6,9.0,2023-02-19,10:32:04,2023-02-20,17:32:04
Poppy,242,87,Windy,Daily Consumers,21054,4210.8,284,6,,2023-03-29,20:12:30,2023-03-29,21:12:30
Sunflower,107,115,Windy,Daily Consumers,12305,2461.0,257,6,,2023-03-13,08:34:02,2023-03-15,06:34:02
Hibiscus,129,204,Windy,Temple,26316,5263.200000000001,273,6,6.0,2023-05-25,19:56:00,2023-05-27,11:56:00
Zinnia,90,53,Cloudy,High-End Customers,4770,954.0,277,7,9.0,2023-07-01,19:17:49,2023-07-04,17:17:49
Jasmine,143,48,Sunny,Daily Consumers,6864,1372.8000000000002,293,10,,2023-03-29,04:20:05,2023-03-30,17:20:05
Zinnia,108,61,Cloudy,Daily Consumers,6588,1317.6,277,7,,2023-07-17,17:40:47,2023-07-19,06:40:47
Sunflower,101,112,Sunny,Temple,11312,2262.4,257,10,6.0,2023-04-25,03:19:29,2023-04-27,13:19:29
Chrysanthemum,169,123,Sunny,Marriage,20787,4157.400000000001,269,10,,2023-08-22,13:08:26,2023-08-23,06:08:26
Marigold,187,177,Cloudy,Luxury Events,33099,6619.8,284,7,,2023-01-16,13:44:32,2023-01-18,21:44:32
Poppy,212,13,Sunny,Temple,2756,551.2,284,10,6.0,2023-05-26,07:44:54,2023-05-28,15:44:54
Dahlia,183,65,Cloudy,Weddings,11895,2379.0,300,7,,2023-03-06,14:13:22,2023-03-08,18:13:22
Gerbera,120,254,Windy,Corporate Events,30480,6096.0,242,6,7.0,2023-10-16,22:35:19,2023-10-19,11:35:19
Calla Lily,243,88,Sunny,Luxury Events,21384,4276.8,298,10,,2023-09-23,07:48:55,2023-09-23,19:48:55
Lily,203,110,Cloudy,Festivals,22330,4466.0,280,7,,2023-08-16,16:12:34,2023-08-17,08:12:34
Sunflower,113,97,Sunny,Weddings,10961,2192.2000000000003,257,10,,2023-06-18,22:06:54,2023-06-19,11:06:54
Rose,161,93,Rainy,Daily Consumers,14973,2994.6000000000004,281,5,,2023-10-04,07:51:31,2023-10-07,04:51:31
Zinnia,132,176,Rainy,Daily Consumers,23232,4646.400000000001,277,5,,2023-02-13,19:20:54,2023-02-16,14:20:54
Poppy,269,10,Cloudy,Festivals,2690,538.0,284,7,,2023-02-26,08:32:51,2023-02-26,09:32:51
Dahlia,199,131,Windy,Daily Consumers,26069,5213.8,300,6,,2023-03-09,21:24:16,2023-03-12,19:24:16
Tulip,232,29,Windy,Luxury Events,6728,1345.6,257,6,,2023-04-12,22:12:14,2023-04-15,08:12:14
Hibiscus,80,166,Cloudy,Marriage,13280,2656.0,273,7,,2023-09-12,00:28:08,2023-09-12,07:28:08
Gerbera,82,257,Windy,Corporate Events,21074,4214.8,242,6,7.0,2023-06-23,07:19:40,2023-06-24,23:19:40
Daisy,144,150,Rainy,Daily Consumers,21600,4320.0,285,5,,2023-11-02,22:34:01,2023-11-04,14:34:01
Sunflower,100,179,Sunny,High-End Customers,17900,3580.0,257,10,9.0,2023-12-08,05:47:31,2023-12-10,07:47:31
Sunflower,135,184,Rainy,High-End Customers,24840,4968.0,257,5,9.0,2023-07-31,13:24:32,2023-08-02,03:24:32
Rose,126,205,Cloudy,Marriage,25830,5166.0,281,7,,2023-07-31,12:45:47,2023-07-31,15:45:47
Lily,230,114,Windy,Luxury Events,26220,5244.0,280,6,,2023-09-15,15:36:24,2023-09-18,11:36:24
Jasmine,80,36,Cloudy,Temple,2880,576.0,293,7,6.0,2023-01-06,20:49:58,2023-01-09,16:49:58
Zinnia,96,192,Sunny,Special Events,18432,3686.4,277,10,8.0,2023-08-28,09:03:56,2023-08-28,15:03:56
Lavender,189,92,Rainy,Corporate Events,17388,3477.6000000000004,284,5,7.0,2023-05-12,16:27:50,2023-05-13,13:27:50
Dahlia,167,35,Cloudy,Luxury Events,5845,1169.0,300,7,,2023-04-07,06:19:19,2023-04-09,00:19:19
Geranium,186,155,Sunny,Temple,28830,5766.0,264,10,6.0,2023-12-09,06:22:43,2023-12-09,07:22:43
Hibiscus,83,238,Cloudy,Special Events,19754,3950.8,273,7,8.0,2023-11-25,08:05:57,2023-11-28,06:05:57
Tulip,289,125,Windy,Weddings,36125,7225.0,257,6,,2023-11-15,20:53:15,2023-11-18,15:53:15
Daisy,110,207,Windy,High-End Customers,22770,4554.0,285,6,9.0,2023-04-27,23:12:45,2023-04-28,21:12:45
Zinnia,139,117,Windy,Luxury Events,16263,3252.6000000000004,277,6,,2023-07-24,04:10:11,2023-07-25,04:10:11
Dahlia,218,138,Cloudy,Weddings,30084,6016.8,300,7,,2023-05-12,10:24:47,2023-05-15,05:24:47
Chrysanthemum,136,153,Rainy,Weddings,20808,4161.6,269,5,,2023-12-03,04:15:58,2023-12-06,01:15:58
Lavender,181,10,Cloudy,Corporate Events,1810,362.0,284,7,7.0,2023-02-02,23:29:50,2023-02-04,09:29:50
Calla Lily,222,99,Rainy,High-End Customers,21978,4395.6,298,5,9.0,2023-08-11,08:53:25,2023-08-14,05:53:25
Orchid,308,60,Cloudy,Festivals,18480,3696.0,289,7,,2023-10-05,06:34:32,2023-10-07,15:34:32
Zinnia,112,148,Sunny,High-End Customers,16576,3315.2000000000003,277,10,9.0,2023-08-21,09:20:08,2023-08-21,10:20:08
Zinnia,113,189,Cloudy,Festivals,21357,4271.400000000001,277,7,,2023-01-09,00:22:32,2023-01-10,19:22:32
Sunflower,133,79,Cloudy,Corporate Events,10507,2101.4,257,7,7.0,2023-05-17,09:23:10,2023-05-18,10:23:10
Marigold,139,144,Sunny,Special Events,20016,4003.2,284,10,8.0,2023-08-27,11:34:19,2023-08-30,10:34:19
Daisy,142,181,Cloudy,Daily Consumers,25702,5140.400000000001,285,7,,2023-07-16,13:57:56,2023-07-18,06:57:56
Carnation,157,176,Cloudy,High-End Customers,27632,5526.400000000001,283,7,9.0,2023-05-31,01:19:12,2023-05-31,18:19:12
Carnation,154,107,Cloudy,High-End Customers,16478,3295.6000000000004,283,7,9.0,2023-02-26,05:50:36,2023-02-27,16:50:36
Daisy,124,141,Cloudy,Daily Consumers,17484,3496.8,285,7,,2023-06-11,15:05:48,2023-06-12,17:05:48
Geranium,113,168,Windy,Special Events,18984,3796.8,264,6,8.0,2023-03-24,03:20:47,2023-03-25,03:20:47
Tulip,292,10,Windy,Luxury Events,2920,584.0,257,6,,2023-04-02,11:54:20,2023-04-03,04:54:20
Daisy,115,101,Sunny,High-End Customers,11615,2323.0,285,10,9.0,2023-05-20,14:28:20,2023-05-21,08:28:20
Dahlia,194,66,Cloudy,Corporate Events,12804,2560.8,300,7,7.0,2023-08-22,21:51:46,2023-08-24,07:51:46
Lavender,214,61,Sunny,Daily Consumers,13054,2610.8,284,10,,2023-08-10,22:15:42,2023-08-11,16:15:42
Lily,196,134,Windy,Temple,26264,5252.8,280,6,6.0,2023-08-11,23:35:18,2023-08-12,04:35:18
Tulip,292,83,Sunny,Temple,24236,4847.2,257,10,6.0,2023-11-15,10:46:11,2023-11-18,08:46:11
Dahlia,148,129,Windy,Temple,19092,3818.4,300,6,6.0,2023-07-31,03:05:50,2023-08-02,04:05:50
Tulip,299,23,Windy,Weddings,6877,1375.4,257,6,,2023-04-30,17:06:04,2023-05-01,15:06:04
Poppy,252,48,Rainy,Special Events,12096,2419.2000000000003,284,5,8.0,2023-02-23,15:12:10,2023-02-26,12:12:10
Carnation,172,208,Sunny,Weddings,35776,7155.200000000001,283,10,,2023-01-27,05:23:55,2023-01-27,19:23:55
Sunflower,178,133,Rainy,Temple,23674,4734.8,257,5,6.0,2023-02-01,02:52:02,2023-02-02,20:52:02
Calla Lily,295,10,Rainy,Weddings,2950,590.0,298,5,,2023-02-10,02:06:31,2023-02-10,09:06:31
Carnation,174,209,Cloudy,Daily Consumers,36366,7273.200000000001,283,7,,2023-05-25,09:15:40,2023-05-27,23:15:40
Calla Lily,292,10,Windy,Corporate Events,2920,584.0,298,6,7.0,2023-09-19,19:15:29,2023-09-19,23:15:29
Geranium,124,47,Sunny,Corporate Events,5828,1165.6,264,10,7.0,2023-03-19,11:13:00,2023-03-21,01:13:00
Sunflower,180,151,Rainy,Marriage,27180,5436.0,257,5,,2023-11-14,00:09:10,2023-11-14,17:09:10
Geranium,166,182,Rainy,Festivals,30212,6042.400000000001,264,5,,2023-11-08,19:32:39,2023-11-09,09:32:39
Lavender,196,38,Windy,Temple,7448,1489.6,284,6,6.0,2023-10-09,07:36:52,2023-10-09,09:36:52
Orchid,337,64,Windy,Marriage,21568,4313.6,289,6,,2023-07-20,04:07:10,2023-07-21,22:07:10
Sunflower,151,125,Cloudy,Special Events,18875,3775.0,257,7,8.0,2023-03-19,10:44:02,2023-03-22,06:44:02
Chrysanthemum,166,18,Sunny,High-End Customers,2988,597.6,269,10,9.0,2023-10-30,00:44:30,2023-10-30,05:44:30
Sunflower,136,143,Windy,Daily Consumers,19448,3889.6,257,6,,2023-05-13,11:36:41,2023-05-13,20:36:41
Chrysanthemum,159,29,Sunny,Weddings,4611,922.2,269,10,,2023-02-05,12:23:49,2023-02-07,23:23:49
Lily,175,37,Cloudy,Festivals,6475,1295.0,280,7,,2023-10-27,11:20:23,2023-10-30,05:20:23
Jasmine,124,169,Sunny,Special Events,20956,4191.2,293,10,8.0,2023-08-23,17:55:45,2023-08-25,07:55:45
Tulip,297,12,Cloudy,Weddings,3564,712.8000000000001,257,7,,2023-04-03,20:32:55,2023-04-06,05:32:55
Geranium,145,51,Windy,Weddings,7395,1479.0,264,6,,2023-11-22,12:38:47,2023-11-23,12:38:47
Geranium,166,103,Windy,High-End Customers,17098,3419.6000000000004,264,6,9.0,2023-06-06,12:46:14,2023-06-08,01:46:14
Hibiscus,110,200,Sunny,Temple,22000,4400.0,273,10,6.0,2023-10-29,01:01:03,2023-10-29,07:01:03
Dahlia,161,148,Rainy,Special Events,23828,4765.6,300,5,8.0,2023-11-24,06:11:46,2023-11-24,16:11:46
Tulip,262,19,Windy,Special Events,4978,995.6,257,6,8.0,2023-05-10,17:36:28,2023-05-11,22:36:28
Lily,212,18,Cloudy,Special Events,3816,763.2,280,7,8.0,2023-06-01,06:39:12,2023-06-02,08:39:12
Geranium,128,47,Windy,Corporate Events,6016,1203.2,264,6,7.0,2023-08-15,13:20:09,2023-08-16,10:20:09
Orchid,291,26,Rainy,High-End Customers,7566,1513.2,289,5,9.0,2023-10-18,21:52:20,2023-10-19,08:52:20
Orchid,270,10,Cloudy,Temple,2700,540.0,289,7,6.0,2023-08-07,09:53:22,2023-08-08,10:53:22
Marigold,170,210,Windy,Festivals,35700,7140.0,284,6,,2023-07-27,18:14:10,2023-07-28,06:14:10
Daisy,118,191,Sunny,High-End Customers,22538,4507.6,285,10,9.0,2023-12-23,10:22:39,2023-12-23,11:22:39
Rose,139,180,Sunny,Daily Consumers,25020,5004.0,281,10,,2023-01-01,08:08:17,2023-01-03,05:08:17
Hibiscus,135,175,Windy,Luxury Events,23625,4725.0,273,6,,2023-07-30,13:15:31,2023-08-01,09:15:31
Lily,208,20,Cloudy,Corporate Events,4160,832.0,280,7,7.0,2023-06-25,00:43:45,2023-06-26,11:43:45
Lavender,186,88,Windy,Festivals,16368,3273.6000000000004,284,6,,2023-07-18,20:45:41,2023-07-21,04:45:41
Hibiscus,116,199,Rainy,Luxury Events,23084,4616.8,273,5,,2023-03-11,05:35:02,2023-03-13,11:35:02
Daisy,128,189,Rainy,High-End Customers,24192,4838.400000000001,285,5,9.0,2023-02-19,19:46:36,2023-02-21,00:46:36
Lily,221,58,Cloudy,High-End Customers,12818,2563.6000000000004,280,7,9.0,2023-06-24,12:30:50,2023-06-27,02:30:50
Hibiscus,90,234,Rainy,Special Events,21060,4212.0,273,5,8.0,2023-12-28,05:46:55,2023-12-28,13:46:55
Carnation,134,84,Rainy,Daily Consumers,11256,2251.2000000000003,283,5,,2023-10-15,22:22:01,2023-10-15,23:22:01
Calla Lily,263,10,Windy,Festivals,2630,526.0,298,6,,2023-04-27,14:35:00,2023-04-29,10:35:00
Chrysanthemum,124,80,Cloudy,Festivals,9920,1984.0,269,7,,2023-05-04,09:19:27,2023-05-05,08:19:27
Zinnia,86,98,Windy,Corporate Events,8428,1685.6,277,6,7.0,2023-05-06,09:04:33,2023-05-08,05:04:33
Sunflower,107,117,Rainy,Weddings,12519,2503.8,257,5,,2023-01-01,14:52:01,2023-01-02,06:52:01
Gerbera,151,160,Sunny,Luxury Events,24160,4832.0,242,10,,2023-01-18,13:21:04,2023-01-18,22:21:04
Daisy,94,182,Cloudy,Special Events,17108,3421.6000000000004,285,7,8.0,2023-06-02,18:23:29,2023-06-05,01:23:29
Zinnia,150,131,Sunny,High-End Customers,19650,3930.0,277,10,9.0,2023-11-18,03:22:50,2023-11-19,14:22:50
Lavender,187,117,Rainy,Special Events,21879,4375.8,284,5,8.0,2023-05-22,12:10:46,2023-05-22,17:10:46
Poppy,217,23,Windy,Daily Consumers,4991,998.2,284,6,,2023-02-16,20:33:56,2023-02-18,21:33:56
Tulip,291,24,Sunny,Festivals,6984,1396.8000000000002,257,10,,2023-08-11,05:28:07,2023-08-12,02:28:07
Daisy,145,138,Windy,Corporate Events,20010,4002.0,285,6,7.0,2023-06-18,22:10:43,2023-06-19,23:10:43
Chrysanthemum,181,69,Rainy,Corporate Events,12489,2497.8,269,5,7.0,2023-02-01,05:28:53,2023-02-03,23:28:53
Lavender,211,12,Cloudy,Festivals,2532,506.4,284,7,,2023-03-14,06:26:08,2023-03-14,19:26:08
Orchid,317,97,Windy,Corporate Events,30749,6149.8,289,6,7.0,2023-12-26,16:27:21,2023-12-27,08:27:21
Zinnia,120,106,Rainy,Weddings,12720,2544.0,277,5,,2023-06-07,04:03:11,2023-06-07,08:03:11
Daisy,148,108,Windy,Daily Consumers,15984,3196.8,285,6,,2023-03-23,04:22:08,2023-03-25,12:22:08
Geranium,150,166,Rainy,Special Events,24900,4980.0,264,5,8.0,2023-10-08,18:55:07,2023-10-10,23:55:07
Sunflower,156,118,Windy,High-End Customers,18408,3681.6,257,6,9.0,2023-09-05,04:30:11,2023-09-07,13:30:11
Chrysanthemum,124,32,Cloudy,Marriage,3968,793.6,269,7,,2023-12-07,02:49:32,2023-12-08,03:49:32
Calla Lily,274,51,Rainy,Weddings,13974,2794.8,298,5,,2023-10-23,08:25:02,2023-10-24,16:25:02
Geranium,130,33,Windy,Marriage,4290,858.0,264,6,,2023-11-14,15:33:41,2023-11-17,15:33:41
Chrysanthemum,183,21,Cloudy,High-End Customers,3843,768.6,269,7,9.0,2023-04-13,18:12:47,2023-04-15,02:12:47
Geranium,125,179,Rainy,Corporate Events,22375,4475.0,264,5,7.0,2023-08-01,00:46:26,2023-08-02,10:46:26
Dahlia,211,137,Rainy,Marriage,28907,5781.400000000001,300,5,,2023-05-13,21:56:28,2023-05-15,01:56:28
Calla Lily,248,11,Rainy,Corporate Events,2728,545.6,298,5,7.0,2023-12-05,15:13:56,2023-12-07,05:13:56
Sunflower,170,132,Sunny,Marriage,22440,4488.0,257,10,,2023-03-27,20:38:47,2023-03-28,07:38:47
Chrysanthemum,134,84,Sunny,High-End Customers,11256,2251.2000000000003,269,10,9.0,2023-09-21,05:06:45,2023-09-21,22:06:45
Daisy,124,118,Rainy,Marriage,14632,2926.4,285,5,,2023-02-09,12:52:44,2023-02-09,15:52:44
Rose,90,86,Windy,Festivals,7740,1548.0,281,6,,2023-09-13,13:11:20,2023-09-15,11:11:20
Orchid,307,10,Cloudy,Corporate Events,3070,614.0,289,7,7.0,2023-06-07,14:26:06,2023-06-09,04:26:06
Calla Lily,269,14,Sunny,Special Events,3766,753.2,298,10,8.0,2023-11-14,15:44:35,2023-11-16,09:44:35
Calla Lily,295,117,Windy,Corporate Events,34515,6903.0,298,6,7.0,2023-09-19,19:48:29,2023-09-22,16:48:29
Chrysanthemum,167,150,Cloudy,High-End Customers,25050,5010.0,269,7,9.0,2023-03-30,09:26:15,2023-04-01,04:26:15
Hibiscus,113,121,Cloudy,Marriage,13673,2734.6000000000004,273,7,,2023-07-28,12:37:24,2023-07-28,22:37:24
Geranium,190,65,Sunny,High-End Customers,12350,2470.0,264,10,9.0,2023-09-27,23:19:52,2023-09-29,20:19:52
Rose,130,222,Sunny,Daily Consumers,28860,5772.0,281,10,,2023-11-29,10:07:38,2023-11-29,19:07:38
Zinnia,117,181,Sunny,Marriage,21177,4235.400000000001,277,10,,2023-03-09,16:28:56,2023-03-11,10:28:56
Carnation,178,124,Cloudy,Festivals,22072,4414.400000000001,283,7,,2023-03-19,08:28:16,2023-03-21,16:28:16
Lavender,198,65,Rainy,Temple,12870,2574.0,284,5,6.0,2023-02-17,23:12:48,2023-02-18,17:12:48
Poppy,202,10,Rainy,Festivals,2020,404.0,284,5,,2023-01-05,02:41:40,2023-01-07,20:41:40
Tulip,287,129,Windy,Festivals,37023,7404.6,257,6,,2023-08-20,12:21:24,2023-08-21,17:21:24
Sunflower,158,56,Sunny,Weddings,8848,1769.6,257,10,,2023-12-28,17:39:18,2023-12-29,14:39:18
Sunflower,152,50,Sunny,Marriage,7600,1520.0,257,10,,2023-09-25,20:49:54,2023-09-28,04:49:54
Zinnia,125,155,Cloudy,Special Events,19375,3875.0,277,7,8.0,2023-01-12,06:26:10,2023-01-13,08:26:10
Marigold,193,238,Sunny,Luxury Events,45934,9186.8,284,10,,2023-05-31,07:32:46,2023-05-31,12:32:46
Sunflower,117,117,Cloudy,Corporate Events,13689,2737.8,257,7,7.0,2023-04-26,13:33:05,2023-04-27,11:33:05
Zinnia,78,92,Cloudy,Corporate Events,7176,1435.2,277,7,7.0,2023-03-29,17:58:48,2023-03-29,23:58:48
Geranium,138,155,Windy,Festivals,21390,4278.0,264,6,,2023-11-04,15:00:52,2023-11-05,23:00:52
Gerbera,114,155,Cloudy,Temple,17670,3534.0,242,7,6.0,2023-01-11,01:30:49,2023-01-12,19:30:49
Orchid,303,10,Windy,Special Events,3030,606.0,289,6,8.0,2023-01-14,20:27:45,2023-01-17,12:27:45
Rose,92,114,Cloudy,Temple,10488,2097.6,281,7,6.0,2023-10-31,08:03:09,2023-10-31,14:03:09
Sunflower,144,114,Sunny,Festivals,16416,3283.2000000000003,257,10,,2023-01-13,09:11:55,2023-01-16,05:11:55
Tulip,227,72,Sunny,Special Events,16344,3268.8,257,10,8.0,2023-07-22,14:56:48,2023-07-22,17:56:48
Carnation,207,151,Windy,High-End Customers,31257,6251.400000000001,283,6,9.0,2023-07-28,15:09:29,2023-07-30,01:09:29
Rose,148,81,Cloudy,Corporate Events,11988,2397.6,281,7,7.0,2023-11-25,08:56:39,2023-11-28,08:56:39
Orchid,302,73,Cloudy,Corporate Events,22046,4409.2,289,7,7.0,2023-11-04,22:48:49,2023-11-06,06:48:49
Lavender,233,49,Windy,Luxury Events,11417,2283.4,284,6,,2023-06-18,01:38:55,2023-06-20,19:38:55
Tulip,255,70,Windy,Festivals,17850,3570.0,257,6,,2023-06-08,07:23:22,2023-06-10,01:23:22
Poppy,201,10,Windy,Daily Consumers,2010,402.0,284,6,,2023-11-18,23:05:41,2023-11-21,12:05:41
Lily,224,28,Windy,Daily Consumers,6272,1254.4,280,6,,2023-02-11,15:09:02,2023-02-12,07:09:02
Daisy,103,88,Windy,Luxury Events,9064,1812.8,285,6,,2023-07-12,18:26:36,2023-07-15,16:26:36
Jasmine,100,164,Cloudy,Daily Consumers,16400,3280.0,293,7,,2023-07-28,16:48:07,2023-07-29,22:48:07
