,MRP (₹),Qty Sold (kg),Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score,Weather_Cloudy,Weather_Rainy,Weather_Sunny,Weather_Windy,Customer Segment_Corporate Events,Customer Segment_Daily Consumers,Customer Segment_Festivals,Customer Segment_High-End Customers,Customer Segment_Luxury Events,Customer Segment_Marriage,Customer Segment_Special Events,Customer Segment_Temple,Customer Segment_Weddings,0
3785,-0.6839510555422315,1.5251148240661045,1.0314915256978097,1.0314915256978099,-0.3749600234104774,-0.5394638061949537,-1.7409439607120827,0,0,0,1,0,0,0,0,0,0,0,1,0,7
3788,-1.0171968367823838,-0.7250335362230866,-1.029529449945239,-1.029529449945239,-0.0971909549548749,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,1,0,0,0,0,0,0,0,17
3789,-1.1282787638624345,0.0774669279359955,-0.5360043541961634,-0.5360043541961634,-1.4860362972328873,1.611834802439346,-1.7409439607120827,0,0,1,0,0,0,0,0,0,0,0,1,0,15
3790,-0.04919718651336973,0.2505552633428563,0.4538665776883604,0.45386657768836053,-0.6527290918660799,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,0,1,0,0,0,2
3792,0.6331632226926566,-1.480328090725752,-1.4298656410778505,-1.4298656410778505,0.38890491484242945,1.611834802439346,-1.7409439607120827,0,0,1,0,0,0,0,0,0,0,0,1,0,13
3793,0.17296666764673185,-0.6620923233478645,-0.47509725622374366,-0.4750972562237437,1.4999811886648393,-0.0016391540363787948,-0.3218215326711976,1,0,0,0,0,0,0,0,0,0,0,0,1,3
3795,1.1250974711900243,-0.30018034931533727,0.5162362817870476,0.5162362817870475,1.3610966544370382,1.611834802439346,0.15121927667576332,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3796,0.49034360216116274,0.045996321498384424,0.615066667176257,0.6150666671762568,0.11113584638682696,-0.0016391540363787948,1.3338213000431673,1,0,0,0,0,0,1,0,0,0,0,0,0,10
3798,-0.17614796031914207,-0.22150383322130962,-0.15353285217724608,-0.15353285217724602,0.18057811350072758,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,1,0,0,0,0,0,0,0,14
3799,-0.6363445153650668,1.0845263339395494,0.7093002904543405,0.7093002904543405,-0.0971909549548749,-1.0772884583535287,1.3338213000431673,0,1,0,0,0,1,0,0,0,0,0,0,0,17
3800,1.5376874860587846,-1.5275340003821687,-1.4367607842445396,-1.4367607842445396,0.38890491484242945,-0.0016391540363787948,-0.7948623420181596,1,0,0,0,0,0,1,0,0,0,0,0,0,13
3801,0.42686821525827656,0.3764376890933006,1.0056869747558068,1.0056869747558066,1.4999811886648393,-0.5394638061949537,-0.7948623420181596,0,0,0,1,0,1,0,0,0,0,0,0,0,3
3802,0.9505401572070874,-1.2285632392248638,-1.0149033886825654,-1.0149033886825654,-1.4860362972328873,-0.5394638061949537,-0.5583419373446786,0,0,0,1,0,0,0,0,1,0,0,0,0,16
3803,-1.4615245451025871,0.9271733017514943,-0.33040372158943593,-0.33040372158943604,-0.3749600234104774,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,1,0,0,0,7
3804,-1.4297868516511438,2.3590858946627975,0.4838500032768415,0.4838500032768414,-2.5276703039413966,-0.5394638061949537,-0.5583419373446786,0,0,0,1,1,0,0,0,0,0,0,0,0,6
3805,-0.4459183546564083,0.6754084502506057,0.5388022048780299,0.5388022048780297,0.45834718195633006,-1.0772884583535287,-0.3218215326711976,0,1,0,0,0,1,0,0,0,0,0,0,0,4
3806,-1.144147610588156,1.1317322435959662,0.15225630007879626,0.15225630007879612,-1.4860362972328873,1.611834802439346,1.8068621093901294,0,0,1,0,0,0,0,1,0,0,0,0,0,15
3807,-0.5887379751879022,1.2104087596899937,0.8772910512427642,0.8772910512427639,-1.4860362972328873,-1.0772884583535287,1.8068621093901294,0,1,0,0,0,0,0,1,0,0,0,0,0,15
3808,-0.731557595719396,1.54085012728491,0.9807181987430996,0.9807181987430994,0.18057811350072758,-0.0016391540363787948,-0.08530112799771662,1,0,0,0,0,0,0,0,0,1,0,0,0,14
3809,0.9188024637556443,0.10893753437360655,1.021462226546262,1.0214622265462618,0.11113584638682696,-0.5394638061949537,0.15121927667576332,0,0,0,1,0,0,0,0,1,0,0,0,0,10
3810,-1.4615245451025871,-1.118416116693225,-1.4169111296737682,-1.4169111296737682,1.013885318867535,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,8
3811,-1.2076229974910424,1.336291185440438,0.20783533287695635,0.2078353328769562,-0.0971909549548749,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,0,0,1,0,0,17
3812,0.26817974800106115,-0.23723913644011516,0.0987667046038753,0.09876670460387534,0.38890491484242945,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,9
3813,-0.08093487996481281,-1.1341514199120304,-1.1071520465035716,-1.1071520465035716,1.4999811886648393,-0.0016391540363787948,0.38773968134924436,1,0,0,0,0,0,0,0,1,0,0,0,0,3
3814,0.2205732078238965,0.7540849663446334,1.2941337972289646,1.2941337972289644,-0.999940427435583,1.611834802439346,-1.7409439607120827,0,0,1,0,0,0,0,0,0,0,0,1,0,5
3815,-1.4139180049254223,2.0601151335054926,0.34594713994306087,0.3459471399430608,-0.3749600234104774,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,7
3816,1.8550644205732154,0.2820258697804674,2.056256060880427,2.0562560608804263,-1.4860362972328873,-0.5394638061949537,-0.3218215326711976,0,0,0,1,0,0,0,0,0,0,0,0,1,16
3817,-0.9854591433309408,1.5723207337225211,0.6610342882875172,0.661034288287517,0.45834718195633006,-0.5394638061949537,1.8068621093901294,0,0,0,1,0,0,0,1,0,0,0,0,0,4
3819,0.7283763030469859,0.48658481162493933,1.4251415173960562,1.425141517396056,1.4999811886648393,-0.0016391540363787948,-0.3218215326711976,1,0,0,0,0,0,0,0,0,0,0,0,1,3
3820,-0.5728691284621806,0.7226143599070223,0.45606048687776146,0.45606048687776146,-0.6527290918660799,-1.0772884583535287,1.3338213000431673,0,1,0,0,0,0,0,0,0,0,0,0,1,2
3821,0.1412289741952888,-1.5275340003821687,-1.5286960264670602,-1.52869602646706,0.38890491484242945,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,9
3823,2.1565725083619247,-0.7407688394418922,0.21284998245273018,0.21284998245273,0.7361162504119325,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,1,0,0,0,0,0,0,12
3824,-0.9537214498794977,0.6439378438129947,0.013935549280367818,0.013935549280367816,-0.0971909549548749,1.611834802439346,1.8068621093901294,0,0,1,0,0,0,0,1,0,0,0,0,0,17
3825,-0.9378526031537762,1.2890852757840214,0.5134155414006748,0.5134155414006749,-0.0971909549548749,-0.0016391540363787948,0.15121927667576332,1,0,0,0,0,0,1,0,0,0,0,0,0,17
3827,-0.525262588285016,0.5809966309377725,0.3733187688774931,0.3733187688774928,0.38890491484242945,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,0,0,1,0,0,11
3829,-0.23962334722202824,1.0845263339395494,1.1689765015669427,1.1689765015669427,0.31946264772852884,-0.0016391540363787948,1.8068621093901294,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3831,-0.7632952891708391,0.533790721281356,0.10879600375542298,0.10879600375542292,0.45834718195633006,-0.0016391540363787948,-0.08530112799771662,1,0,0,0,0,1,0,0,0,0,0,0,0,4
3833,1.90267096075038,-1.5275340003821687,-1.41273225502729,-1.41273225502729,-1.4860362972328873,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,1,0,0,0,0,16
3834,-0.906114909702333,-0.09562140747086537,-0.504349378749091,-0.5043493787490911,0.45834718195633006,1.611834802439346,1.8068621093901294,0,0,1,0,0,0,0,1,0,0,0,0,0,4
3837,0.3792616750811119,0.4236435987497172,1.026058988657388,1.0260589886573879,0.11113584638682696,-0.5394638061949537,-1.7409439607120827,0,0,0,1,0,0,0,0,0,0,0,1,0,10
3838,1.90267096075038,-0.3788568654093649,0.8141900440809433,0.814190044080943,-1.4860362972328873,1.611834802439346,-1.7409439607120827,0,0,1,0,0,0,0,0,0,0,0,1,0,16
3840,2.0137528878304307,-1.322975058537697,-0.9993370806244339,-0.9993370806244339,-1.4860362972328873,-0.5394638061949537,-0.08530112799771662,0,0,0,1,0,0,0,0,0,0,0,0,1,16
3843,0.09362243401812416,0.4079082955309117,0.7554768552979246,0.7554768552979244,-1.4860362972328873,-1.0772884583535287,-1.7409439607120827,0,1,0,0,0,0,0,0,0,0,0,1,0,15
3844,1.9502775009275446,-1.5275340003821687,-1.4095980990424313,-1.4095980990424313,1.3610966544370382,-1.0772884583535287,-0.08530112799771662,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3845,0.030147047115237982,1.603791340160132,2.0814337806254577,2.0814337806254577,0.31946264772852884,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3846,1.90267096075038,-1.5275340003821687,-1.41273225502729,-1.41273225502729,1.3610966544370382,-0.5394638061949537,-0.5583419373446786,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3847,-0.7632952891708391,-0.9453277812863641,-1.1089280682283247,-1.108928068228325,-0.999940427435583,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,5
3848,0.12536012746956723,0.6911437534694113,1.121755218061739,1.1217552180617387,-1.4860362972328873,-1.0772884583535287,-0.08530112799771662,0,1,0,0,0,0,0,0,0,1,0,0,0,15
3849,-0.09680372669053436,1.1789381532523828,1.4385139162647866,1.4385139162647864,-0.999940427435583,-1.0772884583535287,0.15121927667576332,0,1,0,0,0,0,1,0,0,0,0,0,0,5
3852,-0.3348364275763575,0.2820258697804674,0.2541163695867024,0.25411636958670225,-1.4860362972328873,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,15
3854,-0.5728691284621806,0.565261327718967,0.31397874889750266,0.31397874889750244,-1.4860362972328873,-0.5394638061949537,-0.08530112799771662,0,0,0,1,0,1,0,0,0,0,0,0,0,15
3858,1.9820151943789877,-1.4960633939445578,-1.345452373218991,-1.345452373218991,-1.4860362972328873,-0.0016391540363787948,1.3338213000431673,1,0,0,0,0,0,0,0,0,0,0,0,1,16
3861,-0.9854591433309408,1.4621736111908823,0.5805909513428119,0.5805909513428117,-0.3749600234104774,1.611834802439346,-1.7409439607120827,0,0,1,0,0,0,0,0,0,0,0,1,0,7
3862,-0.17614796031914207,0.6439378438129947,0.7715655226868656,0.7715655226868656,1.4999811886648393,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,3
3863,1.4266055589787336,-1.385916271412919,-1.1977291544659865,-1.1977291544659867,-1.4860362972328873,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,0,0,1,0,0,16
3864,0.6331632226926566,-1.4016515746317246,-1.3191254629461784,-1.3191254629461782,0.11113584638682696,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,10
3865,-0.699819902267953,-0.9453277812863641,-1.0892873573898771,-1.0892873573898771,-0.999940427435583,-0.5394638061949537,-0.5583419373446786,0,0,0,1,1,0,0,0,0,0,0,0,0,5
3866,1.8868021140246585,-1.2757691488812803,-0.927355964838847,-0.927355964838847,0.7361162504119325,-1.0772884583535287,1.8068621093901294,0,1,0,0,0,0,0,1,0,0,0,0,0,12
3867,1.553556332784506,-1.5275340003821687,-1.4357160655829202,-1.43571606558292,0.7361162504119325,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,12
3870,-0.525262588285016,1.1474675468147717,0.8960959871519161,0.8960959871519157,0.18057811350072758,1.611834802439346,0.38773968134924436,0,0,1,0,0,1,0,0,0,0,0,0,0,14
3872,0.5696878357897704,-1.3701809681941135,-1.2831871409864657,-1.2831871409864657,0.11113584638682696,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,10
3873,0.2205732078238965,-0.30018034931533727,-0.0077945988813188285,-0.00779459888131878,0.38890491484242945,-0.5394638061949537,0.15121927667576332,0,0,0,1,0,0,1,0,0,0,0,0,0,9
3876,0.7759828432241505,-0.7722394458795032,-0.3786697237562592,-0.37866972375625907,0.11113584638682696,-0.0016391540363787948,1.8068621093901294,1,0,0,0,0,0,0,1,0,0,0,0,0,10
3878,-0.6046068219136237,-0.3631215621905594,-0.5418547787012329,-0.5418547787012329,0.31946264772852884,-1.0772884583535287,0.15121927667576332,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3879,1.4424744057044552,-1.5275340003821687,-1.443029096214257,-1.443029096214257,1.3610966544370382,-0.5394638061949537,-0.08530112799771662,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3880,-0.7632952891708391,-0.42606277506578155,-0.6814291918936048,-0.6814291918936048,-0.6527290918660799,-0.0016391540363787948,-0.3218215326711976,1,0,0,0,0,0,1,0,0,0,0,0,0,2
3882,-1.0330656835081053,0.15614344403002314,-0.4099068117386837,-0.4099068117386837,-1.4860362972328873,-1.0772884583535287,0.38773968134924436,0,1,0,0,0,0,0,0,0,0,0,0,1,15
3884,-1.2393606909424855,1.1789381532523828,0.06951458207852788,0.06951458207852793,0.45834718195633006,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,4
3885,-0.35070527430207904,0.3764376890933006,0.33508206586221756,0.3350820658622174,-0.0971909549548749,1.611834802439346,1.8068621093901294,0,0,1,0,0,0,0,1,0,0,0,0,0,17
3886,0.23644205454961803,0.15614344403002314,0.5679498555372153,0.5679498555372152,0.38890491484242945,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,9
3887,0.7125074563212643,-1.322975058537697,-1.196371020205881,-1.196371020205881,0.38890491484242945,-0.5394638061949537,-0.3218215326711976,0,0,0,1,0,1,0,0,0,0,0,0,0,13
3888,1.8868021140246585,-1.3072397553188913,-0.9881585909451048,-0.9881585909451047,-1.4860362972328873,1.611834802439346,-0.08530112799771662,0,0,1,0,0,0,1,0,0,0,0,0,0,16
3890,0.1412289741952888,-0.5991511104726424,-0.4130409677235424,-0.4130409677235424,-0.6527290918660799,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,2
3891,0.617294375966935,-1.4960633939445578,-1.4532673390981286,-1.4532673390981286,0.38890491484242945,-0.0016391540363787948,1.5703417047166495,1,0,0,0,0,0,1,0,0,0,0,0,0,9
3894,-0.3824429677535221,0.014525715060773364,-0.04791179548750956,-0.0479117954875096,0.45834718195633006,-0.5394638061949537,-0.3218215326711976,0,0,0,1,0,1,0,0,0,0,0,0,0,4
3895,-0.35070527430207904,0.9271733017514943,0.8835593632124814,0.8835593632124812,-0.999940427435583,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,5
3896,-0.2554921939477498,0.17187874724882868,0.20532800808906942,0.2053280080890692,-1.4860362972328873,-0.5394638061949537,1.8068621093901294,0,0,0,1,0,0,0,1,0,0,0,0,0,15
3897,-0.7632952891708391,-1.181357329568447,-1.3032457392895611,-1.3032457392895611,-0.6527290918660799,-0.0016391540363787948,-0.08530112799771662,1,0,0,0,0,0,0,0,0,1,0,0,0,2
3898,1.6170317196873922,-0.8823865684111419,-0.25790024647303916,-0.25790024647303916,1.3610966544370382,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3900,0.17296666764673185,-1.3544456649753078,-1.3163047225598055,-1.3163047225598055,-0.6527290918660799,-0.0016391540363787948,1.8068621093901294,1,0,0,0,0,0,0,1,0,0,0,0,0,2
3901,-0.7474264424451176,1.1317322435959662,0.619767901153545,0.6197679011535447,-0.999940427435583,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,5
3902,0.617294375966935,0.47084950840613377,1.3021781309234353,1.3021781309234353,1.4999811886648393,-1.0772884583535287,0.15121927667576332,0,1,0,0,0,0,0,0,0,1,0,0,0,3
3903,1.2044417048186322,-1.5117986971633632,-1.4327908533303855,-1.4327908533303855,1.3610966544370382,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3904,-0.03332833978764819,0.3921729923121061,0.6265585724540721,0.6265585724540719,-1.4860362972328873,1.611834802439346,0.38773968134924436,0,0,1,0,0,0,0,0,0,1,0,0,0,15
3905,-0.6046068219136237,-0.3631215621905594,-0.5418547787012329,-0.5418547787012329,-0.6527290918660799,1.611834802439346,1.8068621093901294,0,0,1,0,0,0,0,1,0,0,0,0,0,2
3906,-0.7632952891708391,0.17187874724882868,-0.18915775853847275,-0.18915775853847283,0.45834718195633006,-1.0772884583535287,0.15121927667576332,0,1,0,0,0,0,0,0,0,1,0,0,0,4
3909,1.5376874860587846,-1.4645927875069467,-1.3243490562542761,-1.324349056254276,1.3610966544370382,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3913,0.2840485947267827,-0.6620923233478645,-0.42756255712005414,-0.4275625571200542,-0.999940427435583,1.611834802439346,1.8068621093901294,0,0,1,0,0,0,0,1,0,0,0,0,0,5
3914,-0.6680822088165099,1.808350282004604,1.2972679532138234,1.297267953213823,0.18057811350072758,1.611834802439346,-1.0313827466916408,0,0,1,0,0,1,0,0,0,0,0,0,0,14
3915,-0.8743772162508899,1.1632028500335772,0.49461060549152286,0.49461060549152297,-0.0971909549548749,1.611834802439346,-0.3218215326711976,0,0,1,0,0,0,0,0,0,1,0,0,0,17
3916,0.09362243401812416,0.2662905665616619,0.5881129257064727,0.5881129257064727,0.31946264772852884,-0.0016391540363787948,0.15121927667576332,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3917,0.41099936853255503,-0.6620923233478645,-0.3732371867158375,-0.3732371867158376,0.38890491484242945,-1.0772884583535287,-1.7409439607120827,0,1,0,0,0,0,0,0,0,0,0,1,0,9
3919,1.8233267271217724,0.34496708265568954,2.150071796693862,2.1500717966938616,-1.4860362972328873,-0.5394638061949537,1.3338213000431673,0,0,0,1,0,0,1,0,0,0,0,0,0,16
3924,-0.8743772162508899,0.15614344403002314,-0.2876747283291963,-0.2876747283291963,-1.4860362972328873,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,15
3925,-1.4932622385540302,-0.23723913644011516,-0.9680999926420094,-0.9680999926420094,-0.0971909549548749,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,17
3926,-0.5411314350107376,0.7540849663446334,0.5168631129840193,0.5168631129840191,-0.999940427435583,-0.5394638061949537,0.38773968134924436,0,0,0,1,0,0,1,0,0,0,0,0,0,5
3928,2.077228274733317,-1.5275340003821687,-1.401240349749475,-1.401240349749475,0.7361162504119325,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,0,0,1,0,0,12
3929,-1.2710983843939285,0.10893753437360655,-0.6220891719136143,-0.6220891719136145,0.18057811350072758,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,14
3933,-0.3824429677535221,-0.410327471846976,-0.46538137267068186,-0.46538137267068197,0.18057811350072758,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,14
3934,2.0613594280075955,-0.5362098975974202,0.5853966571862618,0.5853966571862615,0.7361162504119325,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,12
3936,1.315523631898683,-0.5834158072538369,0.14703270677069852,0.14703270677069835,-1.4860362972328873,-0.5394638061949537,-0.7948623420181596,0,0,0,1,0,0,1,0,0,0,0,0,0,16
3939,-1.0965410704109915,-0.30018034931533727,-0.7708571093282384,-0.7708571093282384,0.45834718195633006,-0.5394638061949537,0.8607804906962053,0,0,0,1,0,0,0,0,1,0,0,0,0,4
3941,1.347261325350126,0.31349647621807847,1.6920671354398513,1.692067135439851,-1.4860362972328873,-0.0016391540363787948,1.8068621093901294,1,0,0,0,0,0,0,1,0,0,0,0,0,16
3942,1.8233267271217724,-1.4331221810693355,-1.2380552948045012,-1.2380552948045012,-1.4860362972328873,-0.0016391540363787948,-1.0313827466916408,1,0,0,0,0,0,0,0,0,1,0,0,0,16
3943,-0.8585083695251684,-0.5676805040350313,-0.8425248095153395,-0.8425248095153396,-0.6527290918660799,-0.0016391540363787948,-0.3218215326711976,1,0,0,0,0,0,0,0,0,0,0,0,1,2
3945,-0.22375450049630669,-0.6778276265666701,-0.6613705935905094,-0.6613705935905094,0.45834718195633006,-0.5394638061949537,0.8607804906962053,0,0,0,1,0,0,1,0,0,0,0,0,0,4
3946,-1.3345737712968146,0.29776117299927296,-0.5594060522164414,-0.5594060522164415,-0.3749600234104774,1.611834802439346,-0.3218215326711976,0,0,1,0,0,0,0,0,0,1,0,0,0,7
3948,1.6963759533159999,-0.5676805040350313,0.3516930925819684,0.35169309258196835,0.7361162504119325,-0.5394638061949537,-0.3218215326711976,0,0,0,1,0,0,0,0,0,1,0,0,0,12
3950,0.014278200389516441,0.6911437534694113,1.0113284555285524,1.0113284555285524,0.38890491484242945,1.611834802439346,-0.3218215326711976,0,0,1,0,0,0,0,0,0,0,0,0,1,11
3954,2.2676544354419756,-0.31591565253414283,1.1452613879481788,1.1452613879481786,0.7361162504119325,1.611834802439346,1.8068621093901294,0,0,1,0,0,0,0,1,0,0,0,0,0,12
3957,-0.7791641358965606,2.705262565476519,1.867370926859612,1.867370926859612,0.38890491484242945,1.611834802439346,-0.7948623420181596,0,0,1,0,0,0,0,0,0,0,0,0,1,11
3958,1.6170317196873922,-1.5275340003821687,-1.4315371909364418,-1.4315371909364418,0.7361162504119325,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,12
3959,-0.08093487996481281,1.9342327077550483,2.294974275060494,2.2949742750604933,0.38890491484242945,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,11
3961,1.8868021140246585,-1.5275340003821687,-1.4137769736889096,-1.4137769736889094,0.7361162504119325,-1.0772884583535287,0.15121927667576332,0,1,0,0,0,1,0,0,0,0,0,0,0,12
3962,0.7601139964984289,-0.6463570201290589,-0.2008586075486117,-0.20085860754861184,0.38890491484242945,1.611834802439346,1.8068621093901294,0,0,1,0,0,0,0,1,0,0,0,0,0,9
3965,0.1412289741952888,-1.0712102070368084,-0.9803232009829581,-0.9803232009829581,0.11113584638682696,1.611834802439346,0.15121927667576332,0,0,1,0,0,0,0,0,0,1,0,0,0,10
3966,1.4583432524301767,-1.0869455102556138,-0.6697283428834658,-0.6697283428834658,-1.4860362972328873,-1.0772884583535287,-0.08530112799771662,0,1,0,0,0,0,1,0,0,0,0,0,0,16
3969,-1.5726064721826378,-1.055474903818003,-1.41273225502729,-1.41273225502729,1.013885318867535,-0.0016391540363787948,1.8068621093901294,1,0,0,0,0,0,0,1,0,0,0,0,0,8
3973,1.9661463476532661,-1.3701809681941135,-1.099316656541425,-1.099316656541425,1.3610966544370382,-0.5394638061949537,0.38773968134924436,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3975,1.6805071065902784,-1.118416116693225,-0.6722356676713528,-0.6722356676713529,1.3610966544370382,-1.0772884583535287,-1.7409439607120827,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3976,-0.8426395227994469,0.7383496631258278,0.1967613150637891,0.19676131506378886,1.013885318867535,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,8
3977,-0.8109018293480038,-1.0869455102556138,-1.2374284636075294,-1.2374284636075294,-0.999940427435583,-0.5394638061949537,-0.7948623420181596,0,0,0,1,0,0,0,0,1,0,0,0,0,5
3978,-1.6202130123598024,0.12467283759241209,-0.8767915816164608,-0.8767915816164608,-0.0971909549548749,-0.5394638061949537,-0.5583419373446786,0,0,0,1,0,0,1,0,0,0,0,0,0,17
3981,-0.017459493061926644,1.1317322435959662,1.4799892471310827,1.4799892471310825,-0.999940427435583,-1.0772884583535287,0.38773968134924436,0,1,0,0,0,0,1,0,0,0,0,0,0,5
3982,2.52155598305352,-1.5275340003821687,-1.3719882272241275,-1.3719882272241275,0.7361162504119325,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,1,0,0,0,0,12
3983,-0.8267706760737253,-0.3631215621905594,-0.664713693307692,-0.664713693307692,-0.0971909549548749,-0.5394638061949537,1.8068621093901294,0,0,0,1,0,0,0,1,0,0,0,0,0,17
3985,-0.36657412102780057,0.4236435987497172,0.36809517556939536,0.3680951755693951,-0.6527290918660799,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,0,0,1,0,0,2
3986,0.4427370619839981,1.808350282004604,2.9207607533706046,2.9207607533706037,0.38890491484242945,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,0,0,1,0,0,11
3987,0.046015893840959526,0.1404081408112176,0.40298877886748835,0.40298877886748813,0.31946264772852884,-0.0016391540363787948,-0.3218215326711976,1,0,0,0,0,0,0,0,0,0,0,0,1,1
3988,-1.5408687787311948,0.7068790566882168,-0.5268108299739114,-0.5268108299739115,1.013885318867535,-1.0772884583535287,0.38773968134924436,0,1,0,0,0,0,0,0,1,0,0,0,0,8
3989,-0.7156887489936745,0.23481996012405082,-0.09910300990686752,-0.09910300990686756,0.18057811350072758,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,14
3990,-0.17614796031914207,1.2890852757840214,1.4611843112219307,1.4611843112219305,0.31946264772852884,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,1
3991,-0.20788565377058515,0.9901145146267164,1.1060844381374457,1.1060844381374453,0.45834718195633006,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,4
3993,-0.35070527430207904,0.8170261792198555,0.7738639037424286,0.7738639037424284,-0.6527290918660799,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,1,0,0,0,0,0,0,2
3995,1.0933597777385813,0.34496708265568954,1.5301357428888211,1.530135742888821,0.38890491484242945,1.611834802439346,0.15121927667576332,0,0,1,0,0,0,1,0,0,0,0,0,0,9
3996,1.6805071065902784,-1.5275340003821687,-1.4273583162899637,-1.4273583162899637,-1.4860362972328873,1.611834802439346,-1.2679031513651207,0,0,1,0,0,0,0,0,0,0,0,0,1,16
3997,-0.19201680704486362,2.6423213526012974,2.8789720069058222,2.878972006905822,0.38890491484242945,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,11
3998,-1.1600164573138778,0.29776117299927296,-0.4146080457159717,-0.4146080457159717,-2.5276703039413966,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,6
3999,0.7125074563212643,-0.0169448913768377,0.6852717612370908,0.6852717612370909,0.38890491484242945,-0.0016391540363787948,-0.3218215326711976,1,0,0,0,0,0,1,0,0,0,0,0,0,9
4001,-1.1600164573138778,1.1946734564711883,0.17492669503594052,0.17492669503594038,-0.0971909549548749,-1.0772884583535287,1.8068621093901294,0,1,0,0,0,0,0,1,0,0,0,0,0,17
4006,-1.08067222368527,0.5180554180625504,-0.1966797329021335,-0.19667973290213364,1.013885318867535,1.611834802439346,0.38773968134924436,0,0,1,0,0,0,0,0,0,1,0,0,0,8
4007,-0.20788565377058515,-0.5047392911598092,-0.471963100238885,-0.4719631002388851,-1.4860362972328873,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,15
