Flower Name,MRP (₹),Qty Sold (kg),Weather,Customer Segment,Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score
Lily,218,84,Cloudy,Daily Consumers,18312,3662.4,280,7,
Geranium,186,156,Rainy,Weddings,29016,5803.200000000001,264,5,
Jasmine,127,25,Cloudy,Luxury Events,3175,635.0,293,7,
Rose,107,185,Sunny,Temple,19795,3959.0,281,10,6.0
Chrysanthemum,156,116,Rainy,Temple,18096,3619.2000000000003,269,5,6.0
Orchid,320,38,Sunny,Corporate Events,12160,2432.0,289,10,7.0
Chrysanthemum,165,58,Windy,Corporate Events,9570,1914.0,269,6,7.0
Dahlia,217,10,Rainy,Weddings,2170,434.0,300,5,
Tulip,267,126,Sunny,Temple,33642,6728.400000000001,257,10,6.0
Geranium,151,160,Windy,High-End Customers,24160,4832.0,264,6,9.0
Calla Lily,284,96,Windy,Weddings,27264,5452.8,298,6,
Jasmine,107,82,Cloudy,Daily Consumers,8774,1754.8000000000002,293,7,
Marigold,150,127,Sunny,High-End Customers,19050,3810.0,284,10,9.0
Calla Lily,222,103,Rainy,Daily Consumers,22866,4573.2,298,5,
Dahlia,192,58,Cloudy,Luxury Events,11136,2227.2000000000003,300,7,
Lavender,206,123,Windy,Marriage,25338,5067.6,284,6,
Dahlia,189,124,Rainy,Special Events,23436,4687.2,300,5,8.0
Calla Lily,233,10,Rainy,Special Events,2330,466.0,298,5,8.0
Gerbera,153,153,Sunny,Marriage,23409,4681.8,242,10,
Daisy,160,185,Windy,Temple,29600,5920.0,285,6,6.0
Rose,129,140,Windy,Luxury Events,18060,3612.0,281,6,
Daisy,109,140,Rainy,Luxury Events,15260,3052.0,285,5,
Hibiscus,115,217,Rainy,Daily Consumers,24955,4991.0,273,5,
Poppy,200,69,Rainy,Marriage,13800,2760.0,284,5,
Marigold,191,191,Sunny,Luxury Events,36481,7296.200000000001,284,10,
Orchid,344,10,Windy,Temple,3440,688.0,289,6,6.0
Jasmine,109,103,Rainy,Festivals,11227,2245.4,293,5,
Lavender,174,33,Cloudy,Special Events,5742,1148.4,284,7,8.0
Geranium,125,82,Rainy,High-End Customers,10250,2050.0,264,5,9.0
Jasmine,130,143,Windy,Special Events,18590,3718.0,293,6,8.0
Chrysanthemum,159,168,Cloudy,Corporate Events,26712,5342.400000000001,269,7,7.0
Daisy,130,133,Sunny,Special Events,17290,3458.0,285,10,8.0
Lavender,243,59,Rainy,Temple,14337,2867.4,284,5,6.0
Zinnia,89,63,Sunny,Weddings,5607,1121.4,277,10,
Zinnia,107,120,Cloudy,High-End Customers,12840,2568.0,277,7,9.0
Gerbera,104,213,Windy,High-End Customers,22152,4430.400000000001,242,6,9.0
Gerbera,85,128,Sunny,Marriage,10880,2176.0,242,10,
Poppy,221,93,Windy,Special Events,20553,4110.6,284,6,8.0
Sunflower,116,171,Windy,High-End Customers,19836,3967.2000000000003,257,6,9.0
Carnation,190,204,Windy,Festivals,38760,7752.0,283,6,
Jasmine,123,22,Sunny,Festivals,2706,541.2,293,10,
Chrysanthemum,130,66,Rainy,Weddings,8580,1716.0,269,5,
Geranium,125,40,Sunny,Corporate Events,5000,1000.0,264,10,7.0
Rose,152,205,Windy,Temple,31160,6232.0,281,6,6.0
Chrysanthemum,152,105,Cloudy,Weddings,15960,3192.0,269,7,
Calla Lily,259,118,Cloudy,Marriage,30562,6112.400000000001,298,7,
Sunflower,102,187,Windy,Festivals,19074,3814.8,257,6,
Jasmine,116,45,Sunny,Special Events,5220,1044.0,293,10,8.0
Daisy,82,201,Rainy,Corporate Events,16482,3296.4,285,5,7.0
Hibiscus,84,103,Rainy,High-End Customers,8652,1730.4,273,5,9.0
Daisy,105,121,Rainy,Weddings,12705,2541.0,285,5,
Lavender,178,134,Rainy,Corporate Events,23852,4770.400000000001,284,5,7.0
Marigold,182,126,Sunny,Marriage,22932,4586.400000000001,284,10,
Geranium,167,76,Cloudy,Marriage,12692,2538.4,264,7,
Marigold,184,279,Rainy,Weddings,51336,10267.2,284,5,
Dahlia,161,36,Sunny,Festivals,5796,1159.2,300,10,
Hibiscus,78,109,Windy,Weddings,8502,1700.4,273,6,
Poppy,192,28,Cloudy,Luxury Events,5376,1075.2,284,7,
Poppy,239,10,Rainy,Special Events,2390,478.0,284,5,8.0
Chrysanthemum,189,135,Rainy,High-End Customers,25515,5103.0,269,5,9.0
Sunflower,112,155,Sunny,Weddings,17360,3472.0,257,10,
Calla Lily,225,10,Windy,Festivals,2250,450.0,298,6,
Hibiscus,136,85,Sunny,Corporate Events,11560,2312.0,273,10,7.0
Hibiscus,64,171,Rainy,Daily Consumers,10944,2188.8,273,5,
Calla Lily,249,10,Windy,Temple,2490,498.0,298,6,6.0
Marigold,166,219,Cloudy,Special Events,36354,7270.8,284,7,8.0
Sunflower,177,156,Cloudy,High-End Customers,27612,5522.400000000001,257,7,9.0
Dahlia,198,88,Cloudy,Festivals,17424,3484.8,300,7,
Lily,159,143,Windy,Weddings,22737,4547.400000000001,280,6,
Calla Lily,287,124,Cloudy,Weddings,35588,7117.6,298,7,
Sunflower,152,61,Rainy,High-End Customers,9272,1854.4,257,5,9.0
Daisy,127,161,Cloudy,Festivals,20447,4089.4,285,7,
Marigold,120,250,Windy,Festivals,30000,6000.0,284,6,
Zinnia,113,151,Windy,Weddings,17063,3412.6000000000004,277,6,
Gerbera,125,135,Cloudy,Daily Consumers,16875,3375.0,242,7,
Lavender,236,10,Cloudy,Festivals,2360,472.0,284,7,
Gerbera,110,223,Rainy,Special Events,24530,4906.0,242,5,8.0
Hibiscus,82,122,Sunny,Temple,10004,2000.8000000000002,273,10,6.0
Calla Lily,266,10,Sunny,Weddings,2660,532.0,298,10,
Rose,103,174,Rainy,Marriage,17922,3584.4,281,5,
Poppy,199,111,Cloudy,Special Events,22089,4417.8,284,7,8.0
Orchid,336,89,Sunny,Marriage,29904,5980.8,289,10,
Poppy,224,10,Cloudy,Luxury Events,2240,448.0,284,7,
Daisy,102,77,Windy,Corporate Events,7854,1570.8000000000002,285,6,7.0
Marigold,124,179,Sunny,Luxury Events,22196,4439.2,284,10,
Sunflower,144,170,Sunny,Festivals,24480,4896.0,257,10,
Hibiscus,114,144,Rainy,High-End Customers,16416,3283.2000000000003,273,5,9.0
Marigold,128,191,Cloudy,Corporate Events,24448,4889.6,284,7,7.0
Jasmine,107,35,Rainy,Special Events,3745,749.0,293,5,8.0
Rose,170,176,Cloudy,Special Events,29920,5984.0,281,7,8.0
Zinnia,122,72,Cloudy,High-End Customers,8784,1756.8000000000002,277,7,9.0
Jasmine,87,113,Cloudy,Corporate Events,9831,1966.2,293,7,7.0
Geranium,177,137,Rainy,Marriage,24249,4849.8,264,5,
Lily,198,72,Cloudy,High-End Customers,14256,2851.2000000000003,280,7,9.0
Sunflower,153,141,Windy,Luxury Events,21573,4314.6,257,6,
Poppy,213,11,Windy,High-End Customers,2343,468.6,284,6,9.0
Jasmine,112,105,Windy,Luxury Events,11760,2352.0,293,6,
Dahlia,159,38,Sunny,Daily Consumers,6042,1208.4,300,10,
Orchid,339,10,Rainy,Luxury Events,3390,678.0,289,5,
Hibiscus,109,169,Rainy,Weddings,18421,3684.2000000000003,273,5,
Rose,109,140,Rainy,Marriage,15260,3052.0,281,5,
Lily,200,65,Sunny,Corporate Events,13000,2600.0,280,10,7.0
Jasmine,145,110,Sunny,Luxury Events,15950,3190.0,293,10,
Gerbera,133,111,Windy,Corporate Events,14763,2952.6000000000004,242,6,7.0
Hibiscus,134,157,Sunny,Corporate Events,21038,4207.6,273,10,7.0
Tulip,293,10,Rainy,Weddings,2930,586.0,257,5,
Poppy,259,10,Windy,Temple,2590,518.0,284,6,6.0
Calla Lily,263,31,Rainy,High-End Customers,8153,1630.6000000000001,298,5,9.0
Poppy,194,97,Windy,Special Events,18818,3763.6000000000004,284,6,8.0
Carnation,176,129,Windy,Special Events,22704,4540.8,283,6,8.0
Chrysanthemum,174,110,Rainy,Daily Consumers,19140,3828.0,269,5,
Chrysanthemum,165,167,Sunny,Luxury Events,27555,5511.0,269,10,
Calla Lily,289,94,Rainy,Corporate Events,27166,5433.200000000001,298,5,7.0
Orchid,310,33,Cloudy,Festivals,10230,2046.0,289,7,
Tulip,259,10,Sunny,Luxury Events,2590,518.0,257,10,
Lavender,201,44,Cloudy,Luxury Events,8844,1768.8000000000002,284,7,
Rose,111,173,Rainy,Festivals,19203,3840.6000000000004,281,5,
Geranium,160,175,Windy,High-End Customers,28000,5600.0,264,6,9.0
Lily,163,27,Sunny,High-End Customers,4401,880.2,280,10,9.0
Geranium,157,125,Rainy,High-End Customers,19625,3925.0,264,5,9.0
Chrysanthemum,146,72,Cloudy,High-End Customers,10512,2102.4,269,7,9.0
Tulip,224,19,Cloudy,High-End Customers,4256,851.2,257,7,9.0
Marigold,171,256,Sunny,Luxury Events,43776,8755.2,284,10,
Marigold,129,160,Sunny,Festivals,20640,4128.0,284,10,
Hibiscus,87,183,Rainy,Corporate Events,15921,3184.2000000000003,273,5,7.0
Tulip,274,24,Windy,Luxury Events,6576,1315.2,257,6,
Hibiscus,116,193,Windy,Corporate Events,22388,4477.6,273,6,7.0
Hibiscus,110,230,Rainy,Luxury Events,25300,5060.0,273,5,
Gerbera,83,227,Rainy,Special Events,18841,3768.2000000000003,242,5,8.0
Hibiscus,100,164,Sunny,Marriage,16400,3280.0,273,10,
Dahlia,207,84,Rainy,Marriage,17388,3477.6000000000004,300,5,
Rose,146,177,Windy,Festivals,25842,5168.400000000001,281,6,
Daisy,84,143,Windy,Luxury Events,12012,2402.4,285,6,
Jasmine,106,39,Windy,High-End Customers,4134,826.8000000000001,293,6,9.0
Sunflower,100,131,Cloudy,Luxury Events,13100,2620.0,257,7,
Lavender,210,10,Rainy,Daily Consumers,2100,420.0,284,5,
Jasmine,85,56,Cloudy,Temple,4760,952.0,293,7,6.0
Zinnia,124,156,Rainy,Marriage,19344,3868.8,277,5,
Geranium,177,144,Rainy,Temple,25488,5097.6,264,5,6.0
Lavender,195,121,Cloudy,Temple,23595,4719.0,284,7,6.0
Jasmine,86,105,Cloudy,Weddings,9030,1806.0,293,7,
Calla Lily,295,45,Cloudy,Marriage,13275,2655.0,298,7,
Jasmine,115,141,Cloudy,Corporate Events,16215,3243.0,293,7,7.0
Sunflower,135,106,Cloudy,Marriage,14310,2862.0,257,7,
Lavender,207,32,Rainy,Special Events,6624,1324.8000000000002,284,5,8.0
Calla Lily,246,10,Cloudy,Daily Consumers,2460,492.0,298,7,
Marigold,134,212,Rainy,Temple,28408,5681.6,284,5,6.0
Rose,114,159,Cloudy,High-End Customers,18126,3625.2000000000003,281,7,9.0
Calla Lily,288,10,Sunny,Temple,2880,576.0,298,10,6.0
Jasmine,134,46,Windy,Marriage,6164,1232.8000000000002,293,6,
Gerbera,146,126,Rainy,Luxury Events,18396,3679.2000000000003,242,5,
Rose,96,229,Windy,Special Events,21984,4396.8,281,6,8.0
Daisy,106,76,Sunny,Daily Consumers,8056,1611.2,285,10,
Zinnia,102,110,Sunny,Special Events,11220,2244.0,277,10,8.0
Marigold,199,216,Rainy,Daily Consumers,42984,8596.800000000001,284,5,
Lily,177,150,Sunny,Daily Consumers,26550,5310.0,280,10,
Rose,161,174,Cloudy,Weddings,28014,5602.8,281,7,
Chrysanthemum,159,106,Sunny,Daily Consumers,16854,3370.8,269,10,
Carnation,150,97,Sunny,Festivals,14550,2910.0,283,10,
Tulip,240,111,Rainy,Daily Consumers,26640,5328.0,257,5,
Lily,197,10,Rainy,Temple,1970,394.0,280,5,6.0
Rose,100,159,Sunny,Marriage,15900,3180.0,281,10,
Dahlia,199,10,Windy,Weddings,1990,398.0,300,6,
Gerbera,93,169,Sunny,Marriage,15717,3143.4,242,10,
Daisy,160,156,Cloudy,Marriage,24960,4992.0,285,7,
Dahlia,204,25,Cloudy,Luxury Events,5100,1020.0,300,7,
Gerbera,154,146,Sunny,Special Events,22484,4496.8,242,10,8.0
Orchid,326,71,Windy,Marriage,23146,4629.2,289,6,
Orchid,282,64,Rainy,Marriage,18048,3609.6000000000004,289,5,
Tulip,291,82,Rainy,Corporate Events,23862,4772.400000000001,257,5,7.0
Carnation,206,166,Windy,Festivals,34196,6839.200000000001,283,6,
Calla Lily,235,18,Cloudy,Marriage,4230,846.0,298,7,
Carnation,152,81,Rainy,High-End Customers,12312,2462.4,283,5,9.0
Zinnia,138,71,Cloudy,Temple,9798,1959.6000000000001,277,7,6.0
Tulip,221,102,Sunny,Luxury Events,22542,4508.400000000001,257,10,
Rose,167,95,Sunny,High-End Customers,15865,3173.0,281,10,9.0
Lily,158,40,Sunny,Weddings,6320,1264.0,280,10,
Marigold,152,247,Windy,Festivals,37544,7508.8,284,6,
Calla Lily,230,10,Windy,High-End Customers,2300,460.0,298,6,9.0
Lily,201,148,Cloudy,High-End Customers,29748,5949.6,280,7,9.0
Orchid,334,10,Rainy,Temple,3340,668.0,289,5,6.0
Daisy,103,218,Sunny,Special Events,22454,4490.8,285,10,8.0
Daisy,86,99,Rainy,Luxury Events,8514,1702.8000000000002,285,5,
Lily,220,10,Rainy,Luxury Events,2200,440.0,280,5,
Orchid,286,67,Cloudy,Festivals,19162,3832.4,289,7,
Tulip,256,93,Cloudy,Weddings,23808,4761.6,257,7,
Carnation,191,103,Sunny,High-End Customers,19673,3934.6000000000004,283,10,9.0
Carnation,197,190,Sunny,High-End Customers,37430,7486.0,283,10,9.0
Dahlia,187,128,Sunny,Temple,23936,4787.2,300,10,6.0
Gerbera,102,235,Rainy,Temple,23970,4794.0,242,5,6.0
Lily,155,15,Rainy,High-End Customers,2325,465.0,280,5,9.0
Daisy,112,173,Rainy,Festivals,19376,3875.2000000000003,285,5,
Sunflower,143,123,Rainy,Festivals,17589,3517.8,257,5,
Hibiscus,80,204,Rainy,Weddings,16320,3264.0,273,5,
Sunflower,165,81,Windy,Weddings,13365,2673.0,257,6,
Calla Lily,246,31,Cloudy,High-End Customers,7626,1525.2,298,7,9.0
Geranium,178,33,Rainy,Marriage,5874,1174.8,264,5,
Gerbera,156,159,Windy,Luxury Events,24804,4960.8,242,6,
Rose,144,146,Rainy,Luxury Events,21024,4204.8,281,5,
Lavender,248,98,Sunny,Temple,24304,4860.8,284,10,6.0
Tulip,291,18,Cloudy,Corporate Events,5238,1047.6000000000001,257,7,7.0
Sunflower,175,175,Windy,High-End Customers,30625,6125.0,257,6,9.0
Jasmine,128,64,Cloudy,Daily Consumers,8192,1638.4,293,7,
Tulip,237,10,Cloudy,Luxury Events,2370,474.0,257,7,
Lavender,233,12,Sunny,Daily Consumers,2796,559.2,284,10,
Jasmine,70,89,Cloudy,Special Events,6230,1246.0,293,7,8.0
Tulip,247,10,Cloudy,Temple,2470,494.0,257,7,6.0
Daisy,103,153,Cloudy,Corporate Events,15759,3151.8,285,7,7.0
Daisy,138,172,Sunny,Festivals,23736,4747.2,285,10,
Tulip,285,76,Windy,Festivals,21660,4332.0,257,6,
Carnation,162,72,Windy,Luxury Events,11664,2332.8,283,6,
Calla Lily,287,62,Cloudy,Corporate Events,17794,3558.8,298,7,7.0
Carnation,148,131,Rainy,Luxury Events,19388,3877.6000000000004,283,5,
Poppy,261,10,Sunny,Daily Consumers,2610,522.0,284,10,
Jasmine,143,31,Windy,Temple,4433,886.6,293,6,6.0
Chrysanthemum,136,127,Rainy,Daily Consumers,17272,3454.4,269,5,
Lily,156,142,Sunny,Festivals,22152,4430.400000000001,280,10,
Lavender,223,55,Windy,High-End Customers,12265,2453.0,284,6,9.0
Lily,225,75,Windy,Temple,16875,3375.0,280,6,6.0
Chrysanthemum,117,115,Windy,Temple,13455,2691.0,269,6,6.0
Tulip,270,61,Rainy,High-End Customers,16470,3294.0,257,5,9.0
Lily,170,46,Sunny,Weddings,7820,1564.0,280,10,
Dahlia,146,10,Windy,Special Events,1460,292.0,300,6,8.0
Calla Lily,295,62,Rainy,Marriage,18290,3658.0,298,5,
Daisy,133,144,Windy,Weddings,19152,3830.4,285,6,
Tulip,289,24,Windy,Luxury Events,6936,1387.2,257,6,
Marigold,158,148,Windy,Festivals,23384,4676.8,284,6,
Poppy,206,38,Windy,Festivals,7828,1565.6000000000001,284,6,
Carnation,172,101,Sunny,Corporate Events,17372,3474.4,283,10,7.0
Calla Lily,231,128,Cloudy,Daily Consumers,29568,5913.6,298,7,
Daisy,86,100,Cloudy,Weddings,8600,1720.0,285,7,
Chrysanthemum,145,11,Windy,Weddings,1595,319.0,269,6,
Rose,115,129,Cloudy,Special Events,14835,2967.0,281,7,8.0
Lavender,208,10,Windy,Luxury Events,2080,416.0,284,6,
Carnation,151,205,Sunny,Corporate Events,30955,6191.0,283,10,7.0
Chrysanthemum,178,159,Cloudy,Luxury Events,28302,5660.400000000001,269,7,
Geranium,110,48,Sunny,Daily Consumers,5280,1056.0,264,10,
Dahlia,204,27,Windy,High-End Customers,5508,1101.6000000000001,300,6,9.0
Sunflower,101,114,Cloudy,Marriage,11514,2302.8,257,7,
Chrysanthemum,153,170,Sunny,High-End Customers,26010,5202.0,269,10,9.0
Orchid,331,11,Rainy,Daily Consumers,3641,728.2,289,5,
Chrysanthemum,124,22,Cloudy,Luxury Events,2728,545.6,269,7,
Tulip,245,55,Rainy,Weddings,13475,2695.0,257,5,
Poppy,204,107,Windy,Corporate Events,21828,4365.6,284,6,7.0
Chrysanthemum,154,70,Cloudy,Festivals,10780,2156.0,269,7,
Daisy,151,173,Sunny,Corporate Events,26123,5224.6,285,10,7.0
Hibiscus,126,149,Rainy,Marriage,18774,3754.8,273,5,
Rose,110,124,Sunny,Marriage,13640,2728.0,281,10,
Poppy,242,76,Rainy,Special Events,18392,3678.4,284,5,8.0
Orchid,287,44,Sunny,Temple,12628,2525.6000000000004,289,10,6.0
Zinnia,111,54,Rainy,Temple,5994,1198.8,277,5,6.0
Chrysanthemum,149,20,Windy,Corporate Events,2980,596.0,269,6,7.0
Jasmine,126,26,Sunny,High-End Customers,3276,655.2,293,10,9.0
Sunflower,114,80,Rainy,Temple,9120,1824.0,257,5,6.0
Jasmine,101,55,Sunny,Weddings,5555,1111.0,293,10,
Chrysanthemum,171,89,Sunny,Marriage,15219,3043.8,269,10,
Calla Lily,285,43,Sunny,Festivals,12255,2451.0,298,10,
Chrysanthemum,141,42,Sunny,Festivals,5922,1184.4,269,10,
Zinnia,110,108,Sunny,Temple,11880,2376.0,277,10,6.0
Geranium,178,92,Windy,Luxury Events,16376,3275.2000000000003,264,6,
Lily,158,48,Cloudy,Corporate Events,7584,1516.8000000000002,280,7,7.0
Gerbera,121,220,Cloudy,Special Events,26620,5324.0,242,7,8.0
Geranium,187,52,Rainy,Luxury Events,9724,1944.8000000000002,264,5,
Hibiscus,77,95,Rainy,Temple,7315,1463.0,273,5,6.0
Poppy,266,99,Sunny,High-End Customers,26334,5266.8,284,10,9.0
Rose,170,185,Rainy,Marriage,31450,6290.0,281,5,
Carnation,157,179,Sunny,Temple,28103,5620.6,283,10,6.0
Rose,106,141,Sunny,Temple,14946,2989.2000000000003,281,10,6.0
Lavender,245,13,Rainy,Marriage,3185,637.0,284,5,
Tulip,271,74,Rainy,Marriage,20054,4010.8,257,5,
Hibiscus,81,195,Cloudy,Luxury Events,15795,3159.0,273,7,
Calla Lily,238,70,Sunny,Marriage,16660,3332.0,298,10,
Orchid,347,34,Cloudy,High-End Customers,11798,2359.6,289,7,9.0
Geranium,174,57,Windy,High-End Customers,9918,1983.6000000000001,264,6,9.0
Tulip,296,62,Windy,Festivals,18352,3670.4,257,6,
Zinnia,123,108,Rainy,High-End Customers,13284,2656.8,277,5,9.0
Jasmine,102,89,Sunny,Weddings,9078,1815.6000000000001,293,10,
Rose,117,230,Cloudy,Daily Consumers,26910,5382.0,281,7,
Calla Lily,259,10,Rainy,Weddings,2590,518.0,298,5,
Jasmine,106,133,Sunny,Temple,14098,2819.6000000000004,293,10,6.0
Hibiscus,67,122,Cloudy,Marriage,8174,1634.8000000000002,273,7,
Sunflower,112,179,Rainy,Weddings,20048,4009.6000000000004,257,5,
Lily,215,68,Rainy,High-End Customers,14620,2924.0,280,5,9.0
Zinnia,139,199,Cloudy,Weddings,27661,5532.200000000001,277,7,
Geranium,132,152,Sunny,Festivals,20064,4012.8,264,10,
Tulip,261,10,Rainy,Special Events,2610,522.0,257,5,8.0
Orchid,278,10,Cloudy,Daily Consumers,2780,556.0,289,7,
Poppy,234,10,Cloudy,Temple,2340,468.0,284,7,6.0
Rose,99,152,Sunny,Marriage,15048,3009.6000000000004,281,10,
Dahlia,155,146,Windy,Temple,22630,4526.0,300,6,6.0
Jasmine,91,35,Cloudy,High-End Customers,3185,637.0,293,7,9.0
Carnation,133,67,Windy,Marriage,8911,1782.2,283,6,
Zinnia,90,53,Cloudy,Special Events,4770,954.0,277,7,8.0
Daisy,101,62,Sunny,High-End Customers,6262,1252.4,285,10,9.0
Poppy,244,44,Rainy,Luxury Events,10736,2147.2000000000003,284,5,
Rose,158,94,Cloudy,Luxury Events,14852,2970.4,281,7,
Chrysanthemum,154,55,Cloudy,Daily Consumers,8470,1694.0,269,7,
Gerbera,149,167,Sunny,Luxury Events,24883,4976.6,242,10,
Marigold,185,175,Cloudy,High-End Customers,32375,6475.0,284,7,9.0
Rose,154,204,Cloudy,Special Events,31416,6283.200000000001,281,7,8.0
Rose,161,226,Sunny,Luxury Events,36386,7277.200000000001,281,10,
Zinnia,150,82,Sunny,High-End Customers,12300,2460.0,277,10,9.0
Geranium,130,101,Cloudy,Weddings,13130,2626.0,264,7,
Tulip,241,10,Sunny,Weddings,2410,482.0,257,10,
Zinnia,103,79,Windy,Festivals,8137,1627.4,277,6,
Tulip,222,30,Cloudy,Luxury Events,6660,1332.0,257,7,
Geranium,184,184,Rainy,Temple,33856,6771.200000000001,264,5,6.0
Zinnia,137,180,Cloudy,Festivals,24660,4932.0,277,7,
Lily,187,40,Cloudy,Special Events,7480,1496.0,280,7,8.0
Sunflower,125,109,Windy,Festivals,13625,2725.0,257,6,
Lily,163,112,Windy,Luxury Events,18256,3651.2000000000003,280,6,
Jasmine,137,81,Sunny,Marriage,11097,2219.4,293,10,
Geranium,158,115,Cloudy,Marriage,18170,3634.0,264,7,
Orchid,292,10,Windy,Daily Consumers,2920,584.0,289,6,
Sunflower,165,47,Windy,Weddings,7755,1551.0,257,6,
Daisy,132,109,Sunny,Temple,14388,2877.6000000000004,285,10,6.0
Dahlia,143,140,Sunny,Special Events,20020,4004.0,300,10,8.0
Tulip,259,10,Rainy,Daily Consumers,2590,518.0,257,5,
Geranium,186,87,Windy,Luxury Events,16182,3236.4,264,6,
Marigold,149,121,Cloudy,Weddings,18029,3605.8,284,7,
Hibiscus,113,203,Cloudy,Temple,22939,4587.8,273,7,6.0
Poppy,261,119,Windy,High-End Customers,31059,6211.8,284,6,9.0
Jasmine,88,54,Windy,Festivals,4752,950.4000000000001,293,6,
Jasmine,134,106,Rainy,Marriage,14204,2840.8,293,5,
Zinnia,77,82,Sunny,Daily Consumers,6314,1262.8000000000002,277,10,
Geranium,145,119,Windy,Weddings,17255,3451.0,264,6,
Gerbera,83,109,Cloudy,Special Events,9047,1809.4,242,7,8.0
Rose,113,210,Windy,Corporate Events,23730,4746.0,281,6,7.0
Sunflower,155,91,Sunny,Festivals,14105,2821.0,257,10,
Hibiscus,63,173,Rainy,Marriage,10899,2179.8,273,5,
Hibiscus,124,168,Sunny,Special Events,20832,4166.400000000001,273,10,8.0
Geranium,140,139,Sunny,Luxury Events,19460,3892.0,264,10,
Gerbera,94,140,Rainy,Luxury Events,13160,2632.0,242,5,
Chrysanthemum,154,62,Cloudy,Weddings,9548,1909.6000000000001,269,7,
Poppy,269,87,Windy,Special Events,23403,4680.6,284,6,8.0
Marigold,192,175,Sunny,Temple,33600,6720.0,284,10,6.0
Lily,216,10,Windy,Marriage,2160,432.0,280,6,
Rose,120,104,Sunny,Weddings,12480,2496.0,281,10,
Calla Lily,249,53,Cloudy,Special Events,13197,2639.4,298,7,8.0
Tulip,296,72,Sunny,Special Events,21312,4262.400000000001,257,10,8.0
Lavender,194,56,Windy,Festivals,10864,2172.8,284,6,
Poppy,262,95,Sunny,Special Events,24890,4978.0,284,10,8.0
Lavender,209,36,Sunny,Daily Consumers,7524,1504.8000000000002,284,10,
Lily,224,155,Sunny,Weddings,34720,6944.0,280,10,
Sunflower,168,176,Sunny,Special Events,29568,5913.6,257,10,8.0
Poppy,262,89,Cloudy,Luxury Events,23318,4663.6,284,7,
Zinnia,111,151,Sunny,High-End Customers,16761,3352.2000000000003,277,10,9.0
Rose,97,211,Rainy,Weddings,20467,4093.4,281,5,
Hibiscus,64,104,Sunny,Special Events,6656,1331.2,273,10,8.0
Lily,168,147,Windy,Weddings,24696,4939.200000000001,280,6,
Poppy,207,55,Sunny,Festivals,11385,2277.0,284,10,
Rose,108,193,Rainy,Daily Consumers,20844,4168.8,281,5,
Lavender,238,61,Rainy,Special Events,14518,2903.6000000000004,284,5,8.0
Carnation,200,90,Sunny,Weddings,18000,3600.0,283,10,
Lily,188,107,Rainy,Daily Consumers,20116,4023.2000000000003,280,5,
Gerbera,96,216,Rainy,Temple,20736,4147.2,242,5,6.0
Sunflower,166,171,Sunny,Special Events,28386,5677.200000000001,257,10,8.0
Dahlia,192,25,Sunny,Weddings,4800,960.0,300,10,
Poppy,241,53,Windy,Marriage,12773,2554.6000000000004,284,6,
Lily,211,51,Rainy,Luxury Events,10761,2152.2000000000003,280,5,
Jasmine,71,67,Cloudy,Daily Consumers,4757,951.4000000000001,293,7,
Geranium,154,153,Cloudy,Marriage,23562,4712.400000000001,264,7,
Orchid,314,10,Windy,Marriage,3140,628.0,289,6,
Carnation,158,194,Sunny,High-End Customers,30652,6130.400000000001,283,10,9.0
Poppy,224,26,Cloudy,Marriage,5824,1164.8,284,7,
Hibiscus,125,167,Windy,Weddings,20875,4175.0,273,6,
Dahlia,215,20,Windy,Temple,4300,860.0,300,6,6.0
Chrysanthemum,173,30,Rainy,Festivals,5190,1038.0,269,5,
Sunflower,101,192,Rainy,Marriage,19392,3878.4,257,5,
Calla Lily,230,49,Sunny,Luxury Events,11270,2254.0,298,10,
Jasmine,130,89,Rainy,Daily Consumers,11570,2314.0,293,5,
Sunflower,102,70,Rainy,High-End Customers,7140,1428.0,257,5,9.0
Tulip,276,72,Windy,Festivals,19872,3974.4,257,6,
Geranium,118,129,Windy,Daily Consumers,15222,3044.4,264,6,
Lily,153,10,Windy,Weddings,1530,306.0,280,6,
Lily,195,151,Sunny,Weddings,29445,5889.0,280,10,
Orchid,304,98,Windy,Special Events,29792,5958.400000000001,289,6,8.0
Lily,161,99,Sunny,Festivals,15939,3187.8,280,10,
Orchid,336,13,Sunny,Marriage,4368,873.6,289,10,
Chrysanthemum,185,53,Cloudy,High-End Customers,9805,1961.0,269,7,9.0
Poppy,235,10,Windy,Marriage,2350,470.0,284,6,
Jasmine,80,80,Sunny,Luxury Events,6400,1280.0,293,10,
Zinnia,89,76,Cloudy,Weddings,6764,1352.8000000000002,277,7,
Poppy,258,62,Rainy,Festivals,15996,3199.2000000000003,284,5,
Calla Lily,255,78,Cloudy,High-End Customers,19890,3978.0,298,7,9.0
Tulip,229,10,Windy,High-End Customers,2290,458.0,257,6,9.0
Chrysanthemum,183,23,Rainy,High-End Customers,4209,841.8000000000001,269,5,9.0
Jasmine,76,135,Sunny,High-End Customers,10260,2052.0,293,10,9.0
Dahlia,162,103,Rainy,Corporate Events,16686,3337.2000000000003,300,5,7.0
Dahlia,171,102,Windy,Corporate Events,17442,3488.4,300,6,7.0
Zinnia,84,134,Rainy,Special Events,11256,2251.2000000000003,277,5,8.0
Carnation,140,191,Sunny,Luxury Events,26740,5348.0,283,10,
